time,field,initial_residual,final_residual,linear_iterations
15,omega,0.115998,0.0097471,1
15,k,0.129967,0.0102593,1
16,Ux,0.201114,0.00202967,2
16,Uy,0.211887,0.00291577,2
16,p,0.337414,0.00181485,6
16,omega,0.104227,0.0096759,1
16,k,0.117588,0.0116256,1
17,Ux,0.181701,0.0170876,1
17,Uy,0.18261,0.00299375,2
17,p,0.363072,0.00176182,6
17,omega,0.0917749,0.000936958,2
17,k,0.111573,0.00153458,2
18,Ux,0.159975,0.00259746,2
18,Uy,0.168212,0.00394525,2
18,p,0.428077,0.00246224,6
18,omega,0.0787738,0.00757832,1
18,k,0.106568,0.0016867,2
19,Ux,0.145589,0.00274648,2
19,Uy,0.150941,0.00402008,2
19,p,0.430223,0.00216041,5
19,omega,0.0746379,0.0067304,1
19,k,0.10387,0.00182537,2
20,Ux,0.123841,0.00276916,2
20,Uy,0.133778,0.00380163,2
20,p,0.4108,0.00185908,5
20,omega,0.0687974,0.0062484,1
20,k,0.107936,0.00189558,2
21,Ux,0.109469,0.00271497,2
21,Uy,0.133732,0.00369574,2
21,p,0.370906,0.00280403,5
21,omega,0.0703301,0.00630228,1
21,k,0.108806,0.00192459,2
22,Ux,0.100486,0.00299217,2
22,Uy,0.15085,0.00464672,2
22,p,0.308898,0.00156358,5
22,omega,0.0696598,0.00632365,1
22,k,0.114019,0.00195333,2
23,Ux,0.111962,0.0030943,2
23,Uy,0.162119,0.00461164,2
23,p,0.367554,0.00197226,5
23,omega,0.0682716,0.00638725,1
23,k,0.106987,0.00176991,2
24,Ux,0.110738,0.00298938,2
24,Uy,0.149354,0.00465502,2
24,p,0.373279,0.00235191,5
24,omega,0.0654605,0.0062518,1
24,k,0.102453,0.00158746,2
25,Ux,0.110327,0.00310535,2
25,Uy,0.133318,0.00457323,2
25,p,0.377883,0.00368224,4
25,omega,0.0614387,0.00572873,1
25,k,0.0933174,0.00145945,2
26,Ux,0.105313,0.0031291,2
26,Uy,0.12817,0.00416118,2
26,p,0.38459,0.00334792,4
26,omega,0.0628308,0.00544112,1
26,k,0.0988697,0.00155681,2
27,Ux,0.100323,0.00304862,2
27,Uy,0.12645,0.00370393,2
27,p,0.364947,0.00298071,4
27,omega,0.0619705,0.00530763,1
27,k,0.099636,0.00164362,2
28,Ux,0.0931796,0.00285267,2
28,Uy,0.117975,0.00333925,2
28,p,0.311635,0.00249037,4
28,omega,0.0553837,0.00511336,1
28,k,0.0928225,0.00168121,2
29,Ux,0.092337,0.00279342,2
29,Uy,0.123573,0.00351027,2
29,p,0.296679,0.00266543,4
29,omega,0.0507823,0.00498012,1
29,k,0.0895087,0.00163277,2
30,Ux,0.0898621,0.00270808,2
30,Uy,0.120254,0.00348422,2
30,p,0.295386,0.00166341,5
30,omega,0.0483987,0.000738288,2
30,k,0.0833821,0.00151236,2
31,Ux,0.0874094,0.00277879,2
31,Uy,0.111601,0.00330131,2
31,p,0.285755,0.00163,5
31,omega,0.048277,0.000753349,2
31,k,0.0778433,0.00133923,2
32,Ux,0.0859652,0.00282607,2
32,Uy,0.103135,0.00295792,2
32,p,0.284671,0.00165838,5
32,omega,0.0474179,0.000759456,2
32,k,0.0731988,0.00122044,2
33,Ux,0.0846539,0.00281448,2
33,Uy,0.0972462,0.00281755,2
33,p,0.276757,0.00152514,5
33,omega,0.0464681,0.00076897,2
33,k,0.0692187,0.00130631,2
34,Ux,0.0820103,0.00273139,2
34,Uy,0.0955393,0.00304964,2
34,p,0.257806,0.00118846,5
34,omega,0.0459633,0.000753528,2
34,k,0.0691626,0.00144562,2
35,Ux,0.0803299,0.0026114,2
35,Uy,0.104299,0.00353005,2
35,p,0.240695,0.00226913,4
35,omega,0.0467996,0.000721634,2
35,k,0.0735151,0.00155824,2
36,Ux,0.0778261,0.00248054,2
36,Uy,0.115881,0.00407887,2
36,p,0.243531,0.00101022,5
36,omega,0.0459022,0.000671585,2
36,k,0.0754628,0.00162439,2
37,Ux,0.0755605,0.00234033,2
37,Uy,0.122904,0.00445722,2
37,p,0.261286,0.00139989,5
37,omega,0.0440557,0.000639395,2
37,k,0.0748141,0.00167805,2
38,Ux,0.0734947,0.00224158,2
38,Uy,0.125531,0.00461957,2
38,p,0.277921,0.00150618,5
38,omega,0.0422462,0.000615947,2
38,k,0.0743997,0.00170943,2
39,Ux,0.07309,0.00219418,2
39,Uy,0.1248,0.0046432,2
39,p,0.287327,0.0012875,5
39,omega,0.0419046,0.00059552,2
39,k,0.0744558,0.0017235,2
40,Ux,0.0726142,0.00219205,2
40,Uy,0.124881,0.00458092,2
40,p,0.283151,0.0013119,5
40,omega,0.0426303,0.000594729,2
40,k,0.0754773,0.00175074,2
41,Ux,0.0720273,0.00220035,2
41,Uy,0.126905,0.00458922,2
41,p,0.269027,0.00246496,4
41,omega,0.0430024,0.000592062,2
41,k,0.0747251,0.00179361,2
42,Ux,0.0714356,0.00225833,2
42,Uy,0.127829,0.00466669,2
42,p,0.258995,0.00171626,4
42,omega,0.0419266,0.000593589,2
42,k,0.0734656,0.00181363,2
43,Ux,0.0711038,0.00231181,2
43,Uy,0.12853,0.00487344,2
43,p,0.260673,0.0018996,4
43,omega,0.0406303,0.000594677,2
43,k,0.0714273,0.00181784,2
44,Ux,0.0708431,0.00233919,2
44,Uy,0.127315,0.00510934,2
44,p,0.266243,0.00132919,5
44,omega,0.0391729,0.000601049,2
44,k,0.0699777,0.00181224,2
45,Ux,0.0699133,0.00234207,2
45,Uy,0.125528,0.0052508,2
45,p,0.262965,0.00134162,5
45,omega,0.037392,0.000623461,2
45,k,0.0677977,0.00180677,2
46,Ux,0.0690532,0.00235239,2
46,Uy,0.124585,0.00536911,2
46,p,0.253243,0.00121928,5
46,omega,0.0355204,0.000648738,2
46,k,0.0657749,0.00180358,2
47,Ux,0.0680361,0.00237448,2
47,Uy,0.125796,0.00553982,2
47,p,0.239851,0.00212566,4
47,omega,0.0339292,0.000674467,2
47,k,0.0631523,0.00180267,2
48,Ux,0.0672786,0.00241872,2
48,Uy,0.128012,0.00575433,2
48,p,0.22688,0.00148681,4
48,omega,0.0317812,0.000694144,2
48,k,0.0604719,0.00180131,2
49,Ux,0.0661465,0.00245761,2
49,Uy,0.129723,0.0058899,2
49,p,0.219762,0.00142693,4
49,omega,0.0299063,0.000711108,2
49,k,0.0578442,0.00180759,2
50,Ux,0.0648196,0.00247413,2
50,Uy,0.129499,0.00593769,2
50,p,0.223188,0.00199261,4
50,omega,0.0284989,0.000722553,2
50,k,0.0555638,0.0018218,2
51,Ux,0.0632844,0.0024743,2
51,Uy,0.128286,0.00591618,2
51,p,0.231219,0.000999528,5
51,omega,0.0274199,0.000732598,2
51,k,0.0538129,0.00184085,2
52,Ux,0.0615196,0.00245869,2
52,Uy,0.126581,0.00587899,2
52,p,0.24033,0.00106234,5
52,omega,0.0265095,0.00074144,2
52,k,0.0523645,0.00186733,2
53,Ux,0.0597619,0.00243905,2
53,Uy,0.124914,0.00589795,2
53,p,0.244485,0.000995383,5
53,omega,0.0256112,0.000747274,2
53,k,0.0509948,0.00189624,2
54,Ux,0.0579415,0.00240922,2
54,Uy,0.123568,0.00595339,2
54,p,0.240212,0.000843394,5
54,omega,0.0249094,0.000751317,2
54,k,0.0501886,0.00193001,2
55,Ux,0.0560057,0.00237839,2
55,Uy,0.122686,0.0060411,2
55,p,0.229568,0.000734036,5
55,omega,0.0242932,0.000750979,2
55,k,0.0492091,0.00196263,2
56,Ux,0.0541777,0.00234051,2
56,Uy,0.122312,0.0061039,2
56,p,0.221508,0.00208658,4
56,omega,0.0236459,0.000742619,2
56,k,0.0484692,0.00198701,2
57,Ux,0.0524748,0.0023161,2
57,Uy,0.121498,0.00611931,2
57,p,0.219699,0.00166543,4
57,omega,0.022997,0.000722429,2
57,k,0.0477136,0.002003,2
58,Ux,0.0509126,0.00228828,2
58,Uy,0.11946,0.00604367,2
58,p,0.21957,0.00153499,4
58,omega,0.0222733,0.000693147,2
58,k,0.0469573,0.00200804,2
59,Ux,0.0496604,0.00226716,2
59,Uy,0.117043,0.00591941,2
59,p,0.217981,0.00153408,4
59,omega,0.0214614,0.000661339,2
59,k,0.0463092,0.00200546,2
60,Ux,0.0485341,0.00224438,2
60,Uy,0.114565,0.00579738,2
60,p,0.212365,0.00157308,4
60,omega,0.0206875,0.000630347,2
60,k,0.0455835,0.00199461,2
61,Ux,0.0475906,0.00222328,2
61,Uy,0.112281,0.00568363,2
61,p,0.206739,0.00156423,4
61,omega,0.0198933,0.000600675,2
61,k,0.0450211,0.00198225,2
62,Ux,0.0468252,0.00220279,2
62,Uy,0.109966,0.00558918,2
62,p,0.200312,0.00151009,4
62,omega,0.0192988,0.000573199,2
62,k,0.0445603,0.00197209,2
63,Ux,0.0462936,0.0021853,2
63,Uy,0.107852,0.00552589,2
63,p,0.19418,0.00140496,4
63,omega,0.0187404,0.000547701,2
63,k,0.0441966,0.00196535,2
64,Ux,0.0457932,0.00217059,2
64,Uy,0.106104,0.00549257,2
64,p,0.189108,0.00129906,4
64,omega,0.0182425,0.000523921,2
64,k,0.0438587,0.00196041,2
65,Ux,0.0454377,0.00215568,2
65,Uy,0.104658,0.00548144,2
65,p,0.187446,0.00122828,4
65,omega,0.0177699,0.000502588,2
65,k,0.0435857,0.00195735,2
66,Ux,0.0450659,0.00214014,2
66,Uy,0.103761,0.0054798,2
66,p,0.187753,0.00117741,4
66,omega,0.0172976,0.000482229,2
66,k,0.0434155,0.00195527,2
67,Ux,0.0446591,0.0021259,2
67,Uy,0.103104,0.00546984,2
67,p,0.188685,0.00114676,4
67,omega,0.0167489,0.000463628,2
67,k,0.0432829,0.00195422,2
68,Ux,0.0442195,0.00211285,2
68,Uy,0.10254,0.00544456,2
68,p,0.188778,0.0012128,4
68,omega,0.016299,0.000446554,2
68,k,0.0431711,0.00195358,2
69,Ux,0.0438393,0.00209987,2
69,Uy,0.101738,0.00539861,2
69,p,0.189758,0.00132773,4
69,omega,0.0158513,0.000430971,2
69,k,0.0430255,0.00195342,2
70,Ux,0.0434896,0.00208494,2
70,Uy,0.100685,0.00534267,2
70,p,0.189766,0.00153123,4
70,omega,0.0154249,0.000416326,2
70,k,0.0429301,0.00195369,2
71,Ux,0.0430748,0.00206677,2
71,Uy,0.0994036,0.00527877,2
71,p,0.189208,0.00174452,4
71,omega,0.0150182,0.000403356,2
71,k,0.0428823,0.00195458,2
72,Ux,0.0426454,0.00204576,2
72,Uy,0.098185,0.00522324,2
72,p,0.187727,0.000888368,5
72,omega,0.0146987,0.000392774,2
72,k,0.0428268,0.00195721,2
73,Ux,0.042184,0.00201765,2
73,Uy,0.0970188,0.00517806,2
73,p,0.185662,0.000943828,5
73,omega,0.0143616,0.000381476,2
73,k,0.042792,0.00195984,2
74,Ux,0.0417251,0.00199085,2
74,Uy,0.0960491,0.00514573,2
74,p,0.184521,0.000940088,5
74,omega,0.0140274,0.000371087,2
74,k,0.0427602,0.00196209,2
75,Ux,0.0412586,0.00196661,2
75,Uy,0.0954648,0.00512628,2
75,p,0.184888,0.000921263,5
75,omega,0.0137636,0.000361393,2
75,k,0.0427205,0.00196401,2
76,Ux,0.0407492,0.00194136,2
76,Uy,0.0952301,0.00511343,2
76,p,0.185166,0.0018211,4
76,omega,0.0135106,0.000352497,2
76,k,0.0426754,0.00196587,2
77,Ux,0.0403356,0.00191628,2
77,Uy,0.0950709,0.00509436,2
77,p,0.184534,0.00177506,4
77,omega,0.013217,0.000343115,2
77,k,0.0426002,0.00196535,2
78,Ux,0.0399346,0.00189119,2
78,Uy,0.0946582,0.00506381,2
78,p,0.184269,0.00175778,4
78,omega,0.0128521,0.000333991,2
78,k,0.0424875,0.00196309,2
79,Ux,0.0395039,0.0018647,2
79,Uy,0.0940478,0.00502004,2
79,p,0.185211,0.00166171,4
79,omega,0.0125832,0.000325823,2
79,k,0.0423998,0.00195984,2
80,Ux,0.0389669,0.00183773,2
80,Uy,0.0931235,0.00495642,2
80,p,0.187154,0.00155009,4
80,omega,0.0123455,0.000318321,2
80,k,0.0422442,0.00195517,2
81,Ux,0.0384991,0.00180999,2
81,Uy,0.0921729,0.00489509,2
81,p,0.187702,0.00153715,4
81,omega,0.012011,0.000310267,2
81,k,0.0421047,0.00194954,2
82,Ux,0.0380217,0.00177752,2
82,Uy,0.0911186,0.00483302,2
82,p,0.188211,0.00148341,4
82,omega,0.0117959,0.000302453,2
82,k,0.0420066,0.00194278,2
83,Ux,0.0374789,0.00174443,2
83,Uy,0.0901273,0.00477606,2
83,p,0.188624,0.00142822,4
83,omega,0.0116183,0.000295404,2
83,k,0.0418036,0.00193506,2
84,Ux,0.0370526,0.0017134,2
84,Uy,0.0893851,0.00472959,2
84,p,0.191096,0.00137882,4
84,omega,0.0114351,0.000288533,2
84,k,0.0416149,0.00192531,2
85,Ux,0.0365669,0.00167913,2
85,Uy,0.0886903,0.00468974,2
85,p,0.192442,0.00132983,4
85,omega,0.0111307,0.000280939,2
85,k,0.0414573,0.00191462,2
86,Ux,0.0359357,0.00164313,2
86,Uy,0.0881134,0.00465563,2
86,p,0.192755,0.00128791,4
86,omega,0.0108512,0.000272645,2
86,k,0.0412168,0.00190192,2
87,Ux,0.0352756,0.00161026,2
87,Uy,0.0879372,0.00462684,2
87,p,0.190447,0.00127099,4
87,omega,0.0106479,0.000264765,2
87,k,0.0408861,0.00188742,2
88,Ux,0.0346289,0.00157422,2
88,Uy,0.0875916,0.00459312,2
88,p,0.191681,0.00128787,4
88,omega,0.0103212,0.00025642,2
88,k,0.0404998,0.00187277,2
89,Ux,0.0338759,0.00153633,2
89,Uy,0.0870335,0.00455307,2
89,p,0.193825,0.00133052,4
89,omega,0.00994292,0.000248033,2
89,k,0.0401578,0.00185665,2
90,Ux,0.0331309,0.0014987,2
90,Uy,0.0866065,0.00449613,2
90,p,0.191733,0.00134921,4
90,omega,0.00972995,0.000239653,2
90,k,0.0398297,0.00183939,2
91,Ux,0.0323954,0.00146061,2
91,Uy,0.0856942,0.0044228,2
91,p,0.187859,0.00138156,4
91,omega,0.0095123,0.000231458,2
91,k,0.0394634,0.00182076,2
92,Ux,0.03169,0.00142283,2
92,Uy,0.0844509,0.00433358,2
92,p,0.183777,0.00143991,4
92,omega,0.00931176,0.000223057,2
92,k,0.039086,0.0018008,2
93,Ux,0.0310313,0.00138453,2
93,Uy,0.0827967,0.00422444,2
93,p,0.180589,0.00153679,4
93,omega,0.00907056,0.000214658,2
93,k,0.0387535,0.00177945,2
94,Ux,0.0304328,0.00134549,2
94,Uy,0.0810934,0.00409881,2
94,p,0.175085,0.0015835,4
94,omega,0.00877061,0.000205874,2
94,k,0.0384262,0.00175752,2
95,Ux,0.0298358,0.00130747,2
95,Uy,0.0792915,0.0039607,2
95,p,0.170635,0.00161837,4
95,omega,0.00846588,0.000196994,2
95,k,0.0380571,0.00173597,2
96,Ux,0.0292181,0.00126997,2
96,Uy,0.0774797,0.00381973,2
96,p,0.168955,0.00160078,4
96,omega,0.00814587,0.000188124,2
96,k,0.0376904,0.00171422,2
97,Ux,0.0285707,0.0012299,2
97,Uy,0.0757686,0.00367188,2
97,p,0.170988,0.00153807,4
97,omega,0.00782647,0.000179459,2
97,k,0.0373095,0.00169084,2
98,Ux,0.0278345,0.00118624,2
98,Uy,0.0739219,0.0035245,2
98,p,0.173961,0.00147238,4
98,omega,0.00752983,0.000171579,2
98,k,0.0368453,0.00166707,2
99,Ux,0.0270347,0.00113851,2
99,Uy,0.0720795,0.00338172,2
99,p,0.17588,0.00141734,4
99,omega,0.00726639,0.000164188,2
99,k,0.0363473,0.00164202,2
100,Ux,0.0260994,0.00108666,2
100,Uy,0.0700294,0.00325278,2
100,p,0.176923,0.00138085,4
100,omega,0.00703614,0.000156603,2
100,k,0.0358119,0.00161672,2
101,Ux,0.0250482,0.00103081,2
101,Uy,0.0680837,0.0031418,2
101,p,0.177967,0.00131405,4
101,omega,0.00678004,0.000148845,2
101,k,0.0352823,0.0015922,2
102,Ux,0.0239129,0.000971951,2
102,Uy,0.0663509,0.00305174,2
102,p,0.177585,0.00130978,4
102,omega,0.00658531,0.000141134,2
102,k,0.0348326,0.00156803,2
103,Ux,0.0227653,0.000913618,2
103,Uy,0.0646839,0.00297848,2
103,p,0.176236,0.00135219,4
103,omega,0.00642449,0.000133673,2
103,k,0.0344131,0.00154259,2
104,Ux,0.0216402,0.000855975,2
104,Uy,0.0630795,0.00291966,2
104,p,0.173491,0.00135333,4
104,omega,0.00623831,0.000126023,2
104,k,0.0340845,0.00151426,2
105,Ux,0.0204908,0.000799959,2
105,Uy,0.0619528,0.00287089,2
105,p,0.168588,0.00132311,4
105,omega,0.00597554,0.000118367,2
105,k,0.0337588,0.00148285,2
106,Ux,0.0193502,0.000745417,2
106,Uy,0.0612345,0.00282866,2
106,p,0.162829,0.0013472,4
106,omega,0.00575056,0.000110895,2
106,k,0.0333529,0.00144665,2
107,Ux,0.0182423,0.000692839,2
107,Uy,0.0606338,0.00278784,2
107,p,0.155669,0.00146829,4
107,omega,0.00549271,0.000103797,2
107,k,0.0328669,0.00140551,2
108,Ux,0.0171558,0.000641772,2
108,Uy,0.060075,0.00273875,2
108,p,0.149961,0.00146855,4
108,omega,0.00524012,9.69549e-05,2
108,k,0.0322336,0.00135829,2
109,Ux,0.0161466,0.000593208,2
109,Uy,0.0593947,0.00267617,2
109,p,0.145555,0.00140826,4
109,omega,0.00500172,9.02072e-05,2
109,k,0.0315633,0.00130393,2
110,Ux,0.0152051,0.000549629,2
110,Uy,0.0584509,0.00259927,2
110,p,0.142274,0.00122139,4
110,omega,0.00474857,8.34896e-05,2
110,k,0.0307857,0.00124196,2
111,Ux,0.014302,0.000510087,2
111,Uy,0.0575082,0.00251226,2
111,p,0.137988,0.0010429,4
111,omega,0.00450678,7.72169e-05,2
111,k,0.0298985,0.00117204,2
112,Ux,0.013463,0.000475503,2
112,Uy,0.0565623,0.00241844,2
112,p,0.13341,0.000912678,4
112,omega,0.00429079,7.1429e-05,2
112,k,0.028827,0.0010945,2
113,Ux,0.0127287,0.000444392,2
113,Uy,0.0555861,0.0023122,2
113,p,0.127135,0.000869231,4
113,omega,0.00409255,6.68414e-05,2
113,k,0.0276202,0.00101003,2
114,Ux,0.0120401,0.000416137,2
114,Uy,0.054657,0.00219019,2
114,p,0.120714,0.000913542,4
114,omega,0.00391356,6.30759e-05,2
114,k,0.0262048,0.000921598,2
115,Ux,0.0113947,0.000391243,2
115,Uy,0.0533961,0.00205454,2
115,p,0.113751,0.000978055,4
115,omega,0.00374405,5.96351e-05,2
115,k,0.0245953,0.00083358,2
116,Ux,0.0107935,0.000366411,2
116,Uy,0.051655,0.00191458,2
116,p,0.106055,0.00101908,4
116,omega,0.00362489,5.6442e-05,2
116,k,0.0228858,0.000749633,2
117,Ux,0.0102231,0.000341113,2
117,Uy,0.049503,0.00178449,2
117,p,0.0995761,0.000468917,5
117,omega,0.00351325,5.3338e-05,2
117,k,0.0211108,0.000673824,2
118,Ux,0.0096509,0.000316646,2
118,Uy,0.0470758,0.00167784,2
118,p,0.0935898,0.000476224,5
118,omega,0.00339739,5.03967e-05,2
118,k,0.0193883,0.000608638,2
119,Ux,0.0091184,0.000293188,2
119,Uy,0.0445872,0.00159624,2
119,p,0.0875196,0.000497755,5
119,omega,0.00328713,4.75221e-05,2
119,k,0.0178219,0.000554658,2
120,Ux,0.00863357,0.000271846,2
120,Uy,0.0422356,0.00153805,2
120,p,0.0819401,0.000521502,5
120,omega,0.00316886,4.48441e-05,2
120,k,0.0164686,0.000511294,2
121,Ux,0.0081585,0.000252001,2
121,Uy,0.0404874,0.00149538,2
121,p,0.0770188,0.00052367,5
121,omega,0.00305221,4.23273e-05,2
121,k,0.0152928,0.000476717,2
122,Ux,0.00769362,0.000234428,2
122,Uy,0.0392126,0.00145062,2
122,p,0.0735891,0.000515531,5
122,omega,0.00294623,4.00094e-05,2
122,k,0.0143328,0.00044952,2
123,Ux,0.00724825,0.000218312,2
123,Uy,0.037918,0.00139685,2
123,p,0.0710605,0.000456871,5
123,omega,0.00284825,3.7897e-05,2
123,k,0.0135258,0.000427859,2
124,Ux,0.00681547,0.00020389,2
124,Uy,0.0366438,0.0013378,2
124,p,0.0689722,0.000361848,5
124,omega,0.00275062,3.59463e-05,2
124,k,0.0128827,0.000410351,2
125,Ux,0.00641755,0.000191143,2
125,Uy,0.0355719,0.00127772,2
125,p,0.0668703,0.000651847,4
125,omega,0.00265752,3.41365e-05,2
125,k,0.0123416,0.000394008,2
126,Ux,0.00605221,0.00018,2
126,Uy,0.0344499,0.00121814,2
126,p,0.0648931,0.000532205,4
126,omega,0.00256869,3.24993e-05,2
126,k,0.0118868,0.000376888,2
127,Ux,0.00574042,0.000170127,2
127,Uy,0.0333411,0.00115985,2
127,p,0.0627367,0.000471829,4
127,omega,0.00248348,3.09533e-05,2
127,k,0.0114896,0.000360287,2
128,Ux,0.00546952,0.000161538,2
128,Uy,0.0322163,0.0011003,2
128,p,0.0602774,0.000473216,4
128,omega,0.00240201,0.000239942,1
128,k,0.011103,0.000344355,2
129,Ux,0.00521765,0.000153759,2
129,Uy,0.0311588,0.00104006,2
129,p,0.0577662,0.00050143,4
129,omega,0.00237102,0.000236736,1
129,k,0.0107126,0.000329014,2
130,Ux,0.00498895,0.000146824,2
130,Uy,0.0300896,0.000976001,2
130,p,0.0548996,0.000528804,4
130,omega,0.00233176,0.00023218,1
130,k,0.0103243,0.000315131,2
131,Ux,0.00479444,0.000141118,2
131,Uy,0.0287824,0.000911894,2
131,p,0.051919,0.000354756,5
131,omega,0.00228248,0.000227027,1
131,k,0.00994937,0.00030201,2
132,Ux,0.0046212,0.000136067,2
132,Uy,0.0274369,0.000848301,2
132,p,0.0491535,0.000363295,5
132,omega,0.00223266,0.000221409,1
132,k,0.00960018,0.000290105,2
133,Ux,0.00447118,0.000131814,2
133,Uy,0.0259479,0.00078726,2
133,p,0.0468343,0.000328682,5
133,omega,0.0021814,0.000216085,1
133,k,0.00925751,0.000278415,2
134,Ux,0.00434428,0.000128014,2
134,Uy,0.0245143,0.000732595,2
134,p,0.0445276,0.000308504,5
134,omega,0.00212996,0.000210801,1
134,k,0.00895222,0.000265905,2
135,Ux,0.00422979,0.000124651,2
135,Uy,0.0232531,0.000686192,2
135,p,0.0424214,0.000283268,5
135,omega,0.00207552,0.000205622,1
135,k,0.00864762,0.000251546,2
136,Ux,0.00413145,0.000121587,2
136,Uy,0.0221541,0.000647972,2
136,p,0.0410871,0.000277879,5
136,omega,0.00202592,0.000200035,1
136,k,0.00833516,0.000235767,2
137,Ux,0.00404154,0.000118432,2
137,Uy,0.0212522,0.000617688,2
137,p,0.0398622,0.000259003,5
137,omega,0.00197388,0.000195038,1
137,k,0.00798422,0.00021824,2
138,Ux,0.00395573,0.000114566,2
138,Uy,0.0204715,0.00059265,2
138,p,0.0385649,0.0002323,5
138,omega,0.00192444,0.000189491,1
138,k,0.00760553,0.000199804,2
139,Ux,0.0038634,0.000109876,2
139,Uy,0.0196608,0.000570196,2
139,p,0.0371917,0.000196347,5
139,omega,0.00187417,0.000184815,1
139,k,0.00719163,0.000180602,2
140,Ux,0.00375915,0.000104682,2
140,Uy,0.0188501,0.00054732,2
140,p,0.0357472,0.000164234,5
140,omega,0.00182955,0.000180123,1
140,k,0.00675442,0.000161798,2
141,Ux,0.00364055,9.90494e-05,2
141,Uy,0.0179891,0.000522189,2
141,p,0.0341584,0.000151029,5
141,omega,0.00178471,0.000175742,1
141,k,0.00629454,0.000144287,2
142,Ux,0.0035057,9.3514e-05,2
142,Uy,0.0172249,0.000492695,2
142,p,0.0324675,0.000134342,5
142,omega,0.00174022,0.000171164,1
142,k,0.00583849,0.000128705,2
143,Ux,0.00336081,8.81888e-05,2
143,Uy,0.0165429,0.000463772,2
143,p,0.0306881,0.000114933,5
143,omega,0.00169302,0.000166746,1
143,k,0.00538825,0.000116113,2
144,Ux,0.00320742,8.34081e-05,2
144,Uy,0.0158235,0.0004367,2
144,p,0.0288881,0.000277194,4
144,omega,0.00164143,0.000162049,1
144,k,0.0049709,0.000106419,2
145,Ux,0.00305556,7.9494e-05,2
145,Uy,0.0150727,0.000415619,2
145,p,0.0272758,0.00012568,5
145,omega,0.00158718,0.000157059,1
145,k,0.00459511,9.93981e-05,2
146,Ux,0.00290483,7.62696e-05,2
146,Uy,0.01432,0.000399385,2
146,p,0.0256054,0.000140773,5
146,omega,0.00152973,0.000152229,1
146,k,0.00426907,9.46517e-05,2
147,Ux,0.0027616,7.37291e-05,2
147,Uy,0.013584,0.000386159,2
147,p,0.024115,0.000157881,5
147,omega,0.00147351,1.83601e-05,2
147,k,0.00398937,9.10463e-05,2
148,Ux,0.00263452,7.185e-05,2
148,Uy,0.0128589,0.000372791,2
148,p,0.0227688,0.000167036,5
148,omega,0.00138644,1.73181e-05,2
148,k,0.00376626,8.85958e-05,2
149,Ux,0.00253458,7.03472e-05,2
149,Uy,0.0122311,0.000359125,2
149,p,0.0215146,0.000170142,5
149,omega,0.00131341,1.65223e-05,2
149,k,0.00360334,8.70742e-05,2
