time,field,initial_residual,final_residual,linear_iterations
26,omega,0.0103531,0.000267465,2
26,k,0.0214844,0.000719005,2
27,Ux,0.0198425,0.00121601,2
27,Uy,0.0133574,0.000776738,2
27,p,0.0678589,0.000574276,6
27,omega,0.0101307,0.00027524,2
27,k,0.0213176,0.000741351,2
28,Ux,0.0147085,0.000885211,2
28,Uy,0.0128743,0.000747456,2
28,p,0.10117,0.000638542,6
28,omega,0.0100455,0.000281947,2
28,k,0.0210453,0.000766364,2
29,Ux,0.00963977,0.000554897,2
29,Uy,0.0124711,0.000724275,2
29,p,0.210414,0.00105286,6
29,omega,0.00985367,0.00028476,2
29,k,0.0204824,0.000784293,2
30,Ux,0.00677819,0.00037465,2
30,Uy,0.0122734,0.000718316,2
30,p,0.155423,0.00091008,6
30,omega,0.00946901,0.000283013,2
30,k,0.0198732,0.000792215,2
31,Ux,0.00875411,0.000518757,2
31,Uy,0.0121091,0.000713235,2
31,p,0.107287,0.000945653,5
31,omega,0.00906156,0.000278977,2
31,k,0.0195093,0.000792204,2
32,Ux,0.00926519,0.000556043,2
32,Uy,0.0119788,0.000709785,2
32,p,0.0969159,0.000876989,5
32,omega,0.00870757,0.000274648,2
32,k,0.0190616,0.000787406,2
33,Ux,0.00835988,0.000497324,2
33,Uy,0.0118366,0.00070866,2
33,p,0.104358,0.000589514,6
33,omega,0.0084119,0.000269641,2
33,k,0.0185266,0.000782272,2
34,Ux,0.00673088,0.000387172,2
34,Uy,0.0117001,0.000705102,2
34,p,0.12751,0.000838573,5
34,omega,0.00807258,0.00026367,2
34,k,0.0180013,0.000775901,2
35,Ux,0.00560352,0.000311469,2
35,Uy,0.0115581,0.000700406,2
35,p,0.172047,0.000599255,6
35,omega,0.00775318,0.000257937,2
35,k,0.0176068,0.000769108,2
36,Ux,0.00655972,0.000377758,2
36,Uy,0.0113988,0.000693479,2
36,p,0.242108,0.0021295,5
36,omega,0.00749083,0.00025282,2
36,k,0.0173043,0.000762178,2
37,Ux,0.00697148,0.000408223,2
37,Uy,0.0112343,0.000684038,2
37,p,0.255966,0.00148523,5
37,omega,0.00727362,0.000248487,2
37,k,0.0170493,0.000755772,2
38,Ux,0.00689218,0.000405571,2
38,Uy,0.0110598,0.000676288,2
38,p,0.258092,0.00243299,5
38,omega,0.00704577,0.000244485,2
38,k,0.0167784,0.000752024,2
39,Ux,0.00653653,0.000384059,2
39,Uy,0.0109532,0.000671846,2
39,p,0.248634,0.00100712,6
39,omega,0.00685227,0.000240831,2
39,k,0.01654,0.000750161,2
40,Ux,0.00599997,0.000349842,2
40,Uy,0.0109029,0.000669447,2
40,p,0.192838,0.00119252,6
40,omega,0.00669142,0.000237838,2
40,k,0.0163606,0.000748604,2
41,Ux,0.0054582,0.000314513,2
41,Uy,0.0108715,0.000668018,2
41,p,0.155964,0.000874587,6
41,omega,0.00651831,0.000235354,2
41,k,0.0161937,0.000747537,2
42,Ux,0.00503371,0.000287669,2
42,Uy,0.0108484,0.000666506,2
42,p,0.136806,0.000440861,6
42,omega,0.00633665,0.000232672,2
42,k,0.0160328,0.000746257,2
43,Ux,0.00497279,0.000285399,2
43,Uy,0.0108264,0.000666233,2
43,p,0.12374,0.00059562,6
43,omega,0.00617759,0.00022999,2
43,k,0.0158704,0.000744358,2
44,Ux,0.00502645,0.000290828,2
44,Uy,0.0108147,0.000666134,2
44,p,0.118074,0.000830828,5
44,omega,0.00600831,0.000227321,2
44,k,0.0156753,0.000743271,2
45,Ux,0.00494505,0.000286524,2
45,Uy,0.0107934,0.000665202,2
45,p,0.115664,0.000694664,6
45,omega,0.00585651,0.000224817,2
45,k,0.0155078,0.000742012,2
46,Ux,0.00473539,0.000273139,2
46,Uy,0.0107762,0.000666496,2
46,p,0.117232,0.000693721,6
46,omega,0.00571998,0.00022268,2
46,k,0.0153338,0.000741148,2
47,Ux,0.00457048,0.000263019,2
47,Uy,0.0107726,0.000668347,2
47,p,0.117852,0.000721449,6
47,omega,0.00559364,0.000220342,2
47,k,0.0151896,0.000739922,2
48,Ux,0.00460498,0.000266507,2
48,Uy,0.0107662,0.00066946,2
48,p,0.118643,0.000817779,6
48,omega,0.00546435,0.000217859,2
48,k,0.0150703,0.000738121,2
49,Ux,0.00468996,0.00027337,2
49,Uy,0.0107296,0.000669273,2
49,p,0.119345,0.000543105,6
49,omega,0.00534835,0.00021524,2
49,k,0.0149441,0.000735971,2
50,Ux,0.00475079,0.000278648,2
50,Uy,0.010668,0.000666805,2
50,p,0.118197,0.000721451,5
50,omega,0.00524469,0.000212565,2
50,k,0.0148107,0.000732893,2
51,Ux,0.00469858,0.000275873,2
51,Uy,0.010581,0.000662619,2
51,p,0.111899,0.00104705,5
51,omega,0.00515454,0.000210218,2
51,k,0.0146729,0.000729879,2
52,Ux,0.00459215,0.000269541,2
52,Uy,0.010483,0.000657307,2
52,p,0.104233,0.000640674,6
52,omega,0.00507507,0.000208043,2
52,k,0.0145287,0.000726205,2
53,Ux,0.00442809,0.000259473,2
53,Uy,0.0103689,0.000650977,2
53,p,0.0974648,0.00054843,6
53,omega,0.00500382,0.000205763,2
53,k,0.0143694,0.000722287,2
54,Ux,0.00429441,0.000251261,2
54,Uy,0.0102578,0.000644061,2
54,p,0.0926111,0.00052631,6
54,omega,0.0049306,0.000203441,2
54,k,0.0142345,0.00071755,2
55,Ux,0.00416671,0.00024354,2
55,Uy,0.0101456,0.000637144,2
55,p,0.0891138,0.000469459,6
55,omega,0.00486075,0.000201115,2
55,k,0.0140948,0.00071295,2
56,Ux,0.00404375,0.000236362,2
56,Uy,0.0100456,0.000630114,2
56,p,0.0869087,0.000368911,6
56,omega,0.00479172,0.000198756,2
56,k,0.0139565,0.000707547,2
57,Ux,0.00396733,0.000232055,2
57,Uy,0.0099433,0.000623246,2
57,p,0.0848618,0.0005951,5
57,omega,0.00472405,0.000196463,2
57,k,0.0138077,0.000702404,2
58,Ux,0.00392479,0.000230162,2
58,Uy,0.00983934,0.000616322,2
58,p,0.0844246,0.000517215,5
58,omega,0.00465955,0.000194217,2
58,k,0.0136633,0.000697097,2
59,Ux,0.00388129,0.0002283,2
59,Uy,0.00974009,0.000609267,2
59,p,0.0849856,0.000749207,5
59,omega,0.00459965,0.000192116,2
59,k,0.0135246,0.000691745,2
60,Ux,0.00384359,0.000226574,2
60,Uy,0.00963846,0.000602094,2
60,p,0.0854869,0.000425607,6
60,omega,0.00454137,0.000190112,2
60,k,0.0133757,0.000686656,2
61,Ux,0.00381651,0.000225584,2
61,Uy,0.00953275,0.000595475,2
61,p,0.0871339,0.000451859,6
61,omega,0.0044879,0.000188147,2
61,k,0.0132307,0.000681444,2
62,Ux,0.00381617,0.000226362,2
62,Uy,0.00942653,0.000588412,2
62,p,0.089196,0.000379292,6
62,omega,0.00443592,0.000186316,2
62,k,0.013096,0.000676356,2
63,Ux,0.00381041,0.000226627,2
63,Uy,0.00931888,0.000581289,2
63,p,0.0911396,0.00067659,5
63,omega,0.00438253,0.000184645,2
63,k,0.012965,0.000671263,2
64,Ux,0.00378297,0.000225345,2
64,Uy,0.00921142,0.000574177,2
64,p,0.0919985,0.000633508,5
64,omega,0.00433687,0.000183241,2
64,k,0.0128312,0.000666646,2
65,Ux,0.0037541,0.000224008,2
65,Uy,0.00909396,0.000567333,2
65,p,0.092057,0.000733943,5
65,omega,0.00429564,0.000181924,2
65,k,0.0127212,0.000662374,2
66,Ux,0.00372591,0.000222642,2
66,Uy,0.00898243,0.000560808,2
66,p,0.0925074,0.000788468,5
66,omega,0.00426258,0.000180808,2
66,k,0.0126206,0.00065854,2
67,Ux,0.00369871,0.00022116,2
67,Uy,0.0088791,0.00055468,2
67,p,0.0924496,0.000781366,5
67,omega,0.00423943,0.000180014,2
67,k,0.0125271,0.000654789,2
68,Ux,0.00366979,0.000219452,2
68,Uy,0.00877871,0.000548862,2
68,p,0.0925555,0.000721601,5
68,omega,0.00422479,0.000178614,2
68,k,0.0124415,0.000651508,2
69,Ux,0.00364019,0.000217565,2
69,Uy,0.00867319,0.000543064,2
69,p,0.0921025,0.000669857,5
69,omega,0.00417868,0.000176032,2
69,k,0.012346,0.000648799,2
70,Ux,0.00361429,0.0002161,2
70,Uy,0.00856426,0.000536598,2
70,p,0.0912765,0.000595193,5
70,omega,0.00411646,0.000174753,2
70,k,0.0122902,0.000646608,2
71,Ux,0.00358792,0.000214702,2
71,Uy,0.00844242,0.000529085,2
71,p,0.0908148,0.000539341,5
71,omega,0.00406872,0.000173668,2
71,k,0.0122505,0.000644429,2
72,Ux,0.00356474,0.00021336,2
72,Uy,0.00831092,0.000521264,2
72,p,0.0909653,0.000492273,5
72,omega,0.0040484,0.000172558,2
72,k,0.0121973,0.000642322,2
73,Ux,0.00354759,0.000212266,2
73,Uy,0.00818666,0.000513809,2
73,p,0.091607,0.00046062,5
73,omega,0.00402939,0.000171313,2
73,k,0.0121436,0.000640294,2
74,Ux,0.00353419,0.000211499,2
74,Uy,0.00807361,0.000506752,2
74,p,0.0919839,0.000446996,5
74,omega,0.00398105,0.000169893,2
74,k,0.0120875,0.000638313,2
75,Ux,0.00352432,0.000211068,2
75,Uy,0.00796192,0.000499875,2
75,p,0.0923372,0.000465181,5
75,omega,0.00393203,0.000168852,2
75,k,0.0120651,0.000636224,2
76,Ux,0.00351777,0.000210886,2
76,Uy,0.00785692,0.000493403,2
76,p,0.0926783,0.000522556,5
76,omega,0.00391075,0.000167938,2
76,k,0.0120264,0.000634321,2
77,Ux,0.00351489,0.000211083,2
77,Uy,0.00776184,0.000487626,2
77,p,0.0925431,0.000597577,5
77,omega,0.00386708,0.000167117,2
77,k,0.0119652,0.000632167,2
78,Ux,0.00351552,0.000211635,2
78,Uy,0.00768026,0.000482761,2
78,p,0.094846,0.000701218,5
78,omega,0.00381887,0.000166342,2
78,k,0.0118952,0.000629571,2
79,Ux,0.00352127,0.000212635,2
79,Uy,0.00761794,0.000479485,2
79,p,0.0954236,0.000639581,5
79,omega,0.0038071,0.000165703,2
79,k,0.0118414,0.00062743,2
80,Ux,0.00352595,0.000213573,2
80,Uy,0.00757101,0.000477628,2
80,p,0.0955655,0.000506564,5
80,omega,0.00378652,0.000164895,2
80,k,0.0117563,0.000623632,2
81,Ux,0.00352642,0.000214308,2
81,Uy,0.00752657,0.000476445,2
81,p,0.0959502,0.000484088,5
81,omega,0.00370732,0.000164073,2
81,k,0.011629,0.000620692,2
82,Ux,0.00351706,0.000214407,2
82,Uy,0.00749921,0.000476576,2
82,p,0.0945658,0.000475213,5
82,omega,0.00361712,0.000163436,2
82,k,0.0115163,0.000618463,2
83,Ux,0.00349357,0.000213707,2
83,Uy,0.00748037,0.000476886,2
83,p,0.0927147,0.000499131,5
83,omega,0.00358618,0.000162792,2
83,k,0.0114251,0.000614448,2
84,Ux,0.00345724,0.000212367,2
84,Uy,0.00744584,0.000476577,2
84,p,0.0893892,0.000528462,5
84,omega,0.00351913,0.000162111,2
84,k,0.0113141,0.000611611,2
85,Ux,0.00341194,0.000210534,2
85,Uy,0.00739909,0.000476156,2
85,p,0.0864218,0.000534306,5
85,omega,0.00345883,0.000161487,2
85,k,0.0111789,0.00060911,2
86,Ux,0.00336162,0.000208359,2
86,Uy,0.00734792,0.000475676,2
86,p,0.0836244,0.000540705,5
86,omega,0.00340154,0.000160834,2
86,k,0.0110673,0.000605074,2
87,Ux,0.00330519,0.000205845,2
87,Uy,0.00729518,0.00047525,2
87,p,0.0811027,0.000589904,5
87,omega,0.00334585,0.000159987,2
87,k,0.0109701,0.00060251,2
88,Ux,0.00324371,0.000202706,2
88,Uy,0.00724421,0.000475181,2
88,p,0.081149,0.000700957,5
88,omega,0.00328055,0.000158596,2
88,k,0.0108269,0.000600068,2
89,Ux,0.00317817,0.000199207,2
89,Uy,0.00720353,0.00047544,2
89,p,0.0801789,0.000688086,5
89,omega,0.00321467,0.000156799,2
89,k,0.0107181,0.000596897,2
90,Ux,0.00311063,0.000195464,2
90,Uy,0.00715322,0.000474953,2
90,p,0.0777495,0.000607294,5
90,omega,0.00315592,0.000155007,2
90,k,0.0105982,0.000593276,2
91,Ux,0.00304203,0.000191546,2
91,Uy,0.00709109,0.000473289,2
91,p,0.0747549,0.000555598,5
91,omega,0.00309994,0.000153179,2
91,k,0.010484,0.00059056,2
92,Ux,0.00297369,0.00018754,2
92,Uy,0.00703039,0.00047083,2
92,p,0.0717155,0.000608377,5
92,omega,0.00304366,0.000151209,2
92,k,0.0103657,0.000587258,2
93,Ux,0.00290654,0.00018355,2
93,Uy,0.00695781,0.00046761,2
93,p,0.0689525,0.00055391,5
93,omega,0.00298477,0.00014928,2
93,k,0.0102401,0.00058287,2
94,Ux,0.00284258,0.000179731,2
94,Uy,0.00688997,0.000464302,2
94,p,0.0671181,0.000495728,5
94,omega,0.00293538,0.000147442,2
94,k,0.0101482,0.000580533,2
95,Ux,0.00278226,0.000176126,2
95,Uy,0.00682884,0.000461184,2
95,p,0.0656527,0.000489146,5
95,omega,0.00288731,0.000145687,2
95,k,0.010029,0.000577119,2
96,Ux,0.00272554,0.000172742,2
96,Uy,0.00676834,0.00045826,2
96,p,0.0650655,0.000525843,5
96,omega,0.00283821,0.000143897,2
96,k,0.00992851,0.000573289,2
97,Ux,0.00267234,0.000169539,2
97,Uy,0.00672426,0.000455875,2
97,p,0.0650419,0.000581503,5
97,omega,0.0027971,0.000142227,2
97,k,0.00984077,0.000571235,2
98,Ux,0.00262241,0.000166491,2
98,Uy,0.00668262,0.000453857,2
98,p,0.0652598,0.000595976,5
98,omega,0.00276005,0.000140733,2
98,k,0.00976031,0.000569023,2
99,Ux,0.00257582,0.00016357,2
99,Uy,0.00665482,0.000452202,2
99,p,0.0660679,0.000594993,5
99,omega,0.00272057,0.000139196,2
99,k,0.00967967,0.000566963,2
100,Ux,0.00253179,0.000160764,2
100,Uy,0.00663296,0.000450821,2
100,p,0.0678136,0.000602265,5
100,omega,0.00268725,0.000137836,2
100,k,0.00963305,0.000567239,2
101,Ux,0.00248935,0.000158001,2
101,Uy,0.00661541,0.000449459,2
101,p,0.0706282,0.000653139,5
101,omega,0.00265929,0.000136598,2
101,k,0.00958908,0.000566701,2
102,Ux,0.00244808,0.000155279,2
102,Uy,0.00660492,0.000448264,2
102,p,0.074089,0.000636827,5
102,omega,0.00263239,0.000135367,2
102,k,0.00955994,0.00056739,2
103,Ux,0.00240912,0.000152676,2
103,Uy,0.00659196,0.000447206,2
103,p,0.0773146,0.000497083,5
103,omega,0.00260664,0.000134138,2
103,k,0.00954643,0.000568717,2
104,Ux,0.00237199,0.000150173,2
104,Uy,0.00658651,0.000446206,2
104,p,0.0802285,0.000491595,5
104,omega,0.00258265,0.000132973,2
104,k,0.0095419,0.000569909,2
105,Ux,0.00233627,0.000147727,2
105,Uy,0.00657398,0.000445214,2
105,p,0.0834089,0.000510081,5
105,omega,0.00255685,0.000131683,2
105,k,0.0095342,0.000572606,2
106,Ux,0.00230092,0.000145296,2
106,Uy,0.00656555,0.000443972,2
106,p,0.0873434,0.000537872,5
106,omega,0.00252965,0.000130439,2
106,k,0.00955029,0.000574931,2
107,Ux,0.00226566,0.000142829,2
107,Uy,0.00654835,0.00044241,2
107,p,0.0915209,0.000570102,5
107,omega,0.00250505,0.000128962,2
107,k,0.0095712,0.000576027,2
108,Ux,0.00222946,0.000140308,2
108,Uy,0.00653006,0.000440497,2
108,p,0.0958637,0.000597517,5
108,omega,0.0024803,0.000127295,2
108,k,0.00960702,0.000575854,2
109,Ux,0.00219236,0.000137719,2
109,Uy,0.00650184,0.000438054,2
109,p,0.0998148,0.000620033,5
109,omega,0.00245315,0.000125433,2
109,k,0.00962644,0.000573598,2
110,Ux,0.00215332,0.00013507,2
110,Uy,0.00646688,0.00043502,2
110,p,0.103433,0.000640138,5
110,omega,0.00241938,0.000123347,2
110,k,0.00960858,0.000569753,2
111,Ux,0.00211212,0.000132395,2
111,Uy,0.00641732,0.000430868,2
111,p,0.10349,0.000638618,5
111,omega,0.00238302,0.000121142,2
111,k,0.00956566,0.000564482,2
112,Ux,0.00206978,0.000129677,2
112,Uy,0.00635125,0.00042562,2
112,p,0.0985612,0.000602634,5
112,omega,0.0023456,0.000118799,2
112,k,0.00948295,0.000558137,2
113,Ux,0.00202634,0.000127002,2
113,Uy,0.00627414,0.000419335,2
113,p,0.0939856,0.000567167,5
113,omega,0.00230293,0.000116477,2
113,k,0.00937548,0.000551233,2
114,Ux,0.00198332,0.000124415,2
114,Uy,0.00618458,0.000412288,2
114,p,0.0894726,0.000554385,5
114,omega,0.00225633,0.000114108,2
114,k,0.0092272,0.000543954,2
115,Ux,0.00194094,0.000121951,2
115,Uy,0.00607802,0.000404785,2
115,p,0.0843515,0.000557036,5
115,omega,0.00220954,0.000111689,2
115,k,0.00906878,0.000535373,2
116,Ux,0.00189973,0.000119602,2
116,Uy,0.00596031,0.000397104,2
116,p,0.0789103,0.000534557,5
116,omega,0.00216032,0.000109256,2
116,k,0.00889908,0.000525874,2
117,Ux,0.00185982,0.00011736,2
117,Uy,0.00583487,0.000389225,2
117,p,0.0733752,0.000477211,5
117,omega,0.00210894,0.000106826,2
117,k,0.00872529,0.00051545,2
118,Ux,0.00182119,0.0001152,2
118,Uy,0.00570407,0.000381397,2
118,p,0.068216,0.000425532,5
118,omega,0.00205879,0.000104411,2
118,k,0.00853815,0.00050412,2
119,Ux,0.00178355,0.00011314,2
119,Uy,0.00557332,0.000373279,2
119,p,0.0639308,0.000393539,5
119,omega,0.00201074,0.000101994,2
119,k,0.00834022,0.000491601,2
120,Ux,0.0017475,0.000111143,2
120,Uy,0.00544051,0.000364888,2
120,p,0.0609146,0.00039318,5
120,omega,0.00196449,9.95746e-05,2
120,k,0.00813433,0.00047821,2
121,Ux,0.00171228,0.000109186,2
121,Uy,0.00530825,0.000356366,2
121,p,0.058339,0.000422871,5
121,omega,0.00191974,9.71643e-05,2
121,k,0.00792058,0.000464164,2
122,Ux,0.00167781,0.000107295,2
122,Uy,0.00517721,0.000347658,2
122,p,0.0562443,0.000476393,5
122,omega,0.0018754,9.47979e-05,2
122,k,0.00769445,0.000449611,2
123,Ux,0.00164468,0.000105466,2
123,Uy,0.00504489,0.000338971,2
123,p,0.0549558,0.000533287,5
123,omega,0.00183109,9.25235e-05,2
123,k,0.00745709,0.000435222,2
124,Ux,0.00161262,0.000103727,2
124,Uy,0.00491215,0.000330654,2
124,p,0.053798,0.000202235,6
124,omega,0.00178864,9.03572e-05,2
124,k,0.00721568,0.000421555,2
125,Ux,0.00158277,0.00010212,2
125,Uy,0.00478442,0.000322779,2
125,p,0.0526477,0.000182801,6
125,omega,0.00174797,8.83293e-05,2
125,k,0.00697638,0.000409082,2
126,Ux,0.00155481,0.000100618,2
126,Uy,0.00465897,0.00031541,2
126,p,0.0516439,0.000497828,5
126,omega,0.00170866,8.64777e-05,2
126,k,0.00674536,0.000398127,2
127,Ux,0.00152855,9.92074e-05,2
127,Uy,0.00453843,0.000308653,2
127,p,0.0506811,0.000479978,5
127,omega,0.00167225,8.48356e-05,2
127,k,0.00653017,0.000388744,2
128,Ux,0.00150386,9.78477e-05,2
128,Uy,0.00442769,0.000302428,2
128,p,0.0498434,0.000479075,5
128,omega,0.00163816,8.33764e-05,2
128,k,0.00633941,0.000380773,2
129,Ux,0.0014807,9.65311e-05,2
129,Uy,0.00432598,0.000296608,2
129,p,0.0492239,0.000479948,5
129,omega,0.00160606,8.20585e-05,2
129,k,0.00617293,0.000373946,2
130,Ux,0.00145874,9.52464e-05,2
130,Uy,0.00423271,0.000291216,2
130,p,0.0485839,0.000475957,5
130,omega,0.00157674,8.08785e-05,2
130,k,0.00603102,0.000368038,2
131,Ux,0.00143773,9.40027e-05,2
131,Uy,0.00414865,0.000286083,2
131,p,0.0480057,0.000466108,5
131,omega,0.00155168,7.98114e-05,2
131,k,0.00590994,0.00036282,2
132,Ux,0.00141756,9.27982e-05,2
132,Uy,0.00407084,0.000281111,2
132,p,0.0474177,0.000452659,5
132,omega,0.00152903,7.88209e-05,2
132,k,0.00580776,0.000358136,2
133,Ux,0.00139804,9.16318e-05,2
133,Uy,0.00399748,0.000276415,2
133,p,0.0467309,0.000436665,5
133,omega,0.00150864,7.79206e-05,2
133,k,0.00571659,0.000353815,2
134,Ux,0.00137916,9.04986e-05,2
134,Uy,0.00392938,0.000271911,2
134,p,0.0459415,0.000419261,5
134,omega,0.00149024,7.7089e-05,2
134,k,0.00563316,0.000349791,2
135,Ux,0.00136085,8.93963e-05,2
135,Uy,0.00386469,0.000267484,2
135,p,0.0450558,0.000403097,5
135,omega,0.00147262,7.63139e-05,2
135,k,0.00555976,0.000345936,2
136,Ux,0.0013432,8.83276e-05,2
136,Uy,0.00380177,0.000263192,2
136,p,0.0442628,0.000390682,5
136,omega,0.00145457,7.55779e-05,2
136,k,0.00549048,0.00034224,2
137,Ux,0.00132601,8.72811e-05,2
137,Uy,0.00374219,0.000259058,2
137,p,0.0433816,0.000382043,5
137,omega,0.00143758,7.48878e-05,2
137,k,0.00542491,0.00033864,2
138,Ux,0.00130924,8.62618e-05,2
138,Uy,0.00368395,0.000254967,2
138,p,0.042496,0.000376645,5
138,omega,0.00142227,7.42167e-05,2
138,k,0.00536288,0.000335152,2
139,Ux,0.00129305,8.5273e-05,2
139,Uy,0.0036264,0.000250925,2
139,p,0.0415221,0.000374624,5
139,omega,0.00140725,7.35557e-05,2
139,k,0.00530434,0.000331683,2
140,Ux,0.00127753,8.43185e-05,2
140,Uy,0.00357067,0.000247077,2
140,p,0.0405535,0.00037424,5
140,omega,0.00139333,7.29297e-05,2
140,k,0.00524662,0.000328266,2
141,Ux,0.00126259,8.33982e-05,2
141,Uy,0.0035175,0.000243304,2
141,p,0.0395406,0.000375077,5
141,omega,0.0013808,7.23188e-05,2
141,k,0.00518862,0.000324899,2
142,Ux,0.00124823,8.25141e-05,2
142,Uy,0.00346511,0.000239594,2
142,p,0.0385,0.00037367,5
142,omega,0.00136823,7.17192e-05,2
142,k,0.00513308,0.000321584,2
143,Ux,0.00123446,8.16691e-05,2
143,Uy,0.00341371,0.00023608,2
143,p,0.0377082,0.000371113,5
143,omega,0.00135538,7.11415e-05,2
143,k,0.00508035,0.000318339,2
144,Ux,0.00122124,8.0859e-05,2
144,Uy,0.00336528,0.00023275,2
144,p,0.0370042,0.000367721,5
144,omega,0.00134228,7.0571e-05,2
144,k,0.00502824,0.000315217,2
145,Ux,0.00120848,8.00828e-05,2
145,Uy,0.00331912,0.000229573,2
145,p,0.0364067,0.000363266,5
145,omega,0.0013296,7.00052e-05,2
145,k,0.00497996,0.000312271,2
146,Ux,0.00119617,7.93386e-05,2
146,Uy,0.00327523,0.00022662,2
146,p,0.0357664,0.000131292,6
146,omega,0.00131773,6.94419e-05,2
146,k,0.00493339,0.000309408,2
147,Ux,0.00118428,7.86152e-05,2
147,Uy,0.00323451,0.000223996,2
147,p,0.0351582,0.000320007,5
147,omega,0.00130612,6.88842e-05,2
