iteration,p_upstream_kinematic,p_outlet_kinematic,p_step_kinematic,static_pressure_delta_pa,total_pressure_drop_pa,p_step_abs_pa
132,-2739.79,31.9393,-2762.51,-3395.368393,868.9231543,97940.92525
133,-2747.54,28.7668,-2758.7,-3400.97583,882.3727408,97945.5925
134,-2753.96,25.9687,-2752.98,-3405.412658,895.980576,97952.5995
135,-2758.84,23.5274,-2745.64,-3408.400065,910.0941547,97961.591
136,-2762.45,21.4069,-2737.35,-3410.224703,924.3057055,97971.74625
137,-2765.15,19.5561,-2728.74,-3411.264973,938.5881156,97982.2935
138,-2767.31,17.9204,-2720.24,-3411.90724,952.4539591,97992.706
139,-2769.16,16.4527,-2712.02,-3412.375558,965.7039051,98002.7755
140,-2771.02,15.107,-2704.19,-3413.005575,978.057939,98012.36725
141,-2772.72,13.8776,-2696.51,-3413.58206,989.7761797,98021.77525
142,-2774.36,12.7531,-2688.95,-3414.213548,1000.773657,98031.03625
143,-2775.86,11.7312,-2681.35,-3414.79922,1011.195388,98040.34625
144,-2777.19,10.8089,-2673.61,-3415.298653,1021.104872,98049.82775
145,-2778.35,9.97998,-2665.65,-3415.704226,1030.553292,98059.57875
146,-2784.77,9.3021,-2660.1,-3422.738322,1032.85133,98066.3775
147,-2783.92,8.60511,-2650.31,-3420.84326,1043.558284,98078.37025
148,-2782.67,7.97829,-2640.33,-3418.544155,1054.202343,98090.59575
149,-2781.44,7.41653,-2630.46,-3416.349249,1064.297348,98102.6865
150,-2780.58,6.91381,-2620.85,-3414.679917,1073.423216,98114.45875
151,-2780.39,6.46423,-2611.54,-3413.896432,1081.272442,98125.8635
152,-2786.32,6.14299,-2605.92,-3420.767163,1081.077746,98132.748
153,-2785.93,5.74635,-2595.43,-3419.803529,1088.359527,98145.59825
154,-2785.38,5.39294,-2584.91,-3418.696852,1095.437631,98158.48525
155,-2784.75,5.08067,-2574.62,-3417.542571,1102.248264,98171.0905
156,-2784.11,4.80762,-2564.62,-3416.424085,1108.698506,98183.3405
157,-2783.53,4.57096,-2554.79,-3415.423676,1114.747796,98195.38225
158,-2783.07,4.36667,-2544.99,-3414.609921,1120.338452,98207.38725
159,-2782.6,4.19594,-2534.9,-3413.825027,1125.628793,98219.7475
160,-2782.16,4.04743,-2524.48,-3413.104102,1130.604736,98232.512
161,-2781.63,3.91615,-2513.65,-3412.294034,1135.440337,98245.77875
162,-2780.91,3.79771,-2502.47,-3411.266945,1140.253652,98259.47425
163,-2779.93,3.68978,-2491.02,-3409.934231,1145.17462,98273.5005
164,-2778.62,3.59125,-2479.36,-3408.208781,1150.280458,98287.784
165,-2776.98,3.50156,-2467.56,-3406.089911,1155.582398,98302.239
166,-2775.02,3.42034,-2455.67,-3403.589417,1161.0894,98316.80425
167,-2772.8,3.34716,-2443.69,-3400.780271,1166.738959,98331.47975
168,-2770.4,3.28142,-2431.62,-3397.75974,1172.434051,98346.2655
169,-2767.87,3.22238,-2419.47,-3394.588166,1178.114556,98361.14925
170,-2765.28,3.16933,-2407.24,-3391.350429,1183.726437,98376.131
171,-2762.65,3.12171,-2394.91,-3388.070345,1189.235846,98391.23525
172,-2759.98,3.07905,-2382.51,-3384.747336,1194.653738,98406.42525
173,-2757.28,3.04103,-2370.04,-3381.393262,1199.978614,98421.701
174,-2754.52,3.0075,-2357.52,-3377.971188,1205.25775,98437.038
175,-2751.67,2.97846,-2344.89,-3374.444364,1210.517822,98452.50975
176,-2748.73,2.95373,-2332.19,-3370.812569,1215.779569,98468.06725
177,-2745.68,2.93318,-2319.44,-3367.051146,1221.077952,98483.686
178,-2742.52,2.91638,-2306.63,-3363.159566,1226.403399,98499.37825
179,-2739.26,2.90285,-2293.78,-3359.149491,1231.744343,98515.1195
180,-2735.89,2.89201,-2280.9,-3355.007962,1237.144406,98530.8975
181,-2732.43,2.88321,-2268.01,-3350.758682,1242.559575,98546.68775
182,-2728.88,2.87587,-2255.09,-3346.400941,1248.011012,98562.51475
183,-2725.26,2.86943,-2242.16,-3341.958552,1253.46478,98578.354
184,-2721.58,2.86346,-2229.22,-3337.443239,1258.929587,98594.2055
185,-2717.83,2.85771,-2216.25,-3332.842445,1264.407859,98610.09375
186,-2714.03,2.85216,-2203.25,-3328.180646,1269.875173,98626.01875
187,-2710.17,2.84677,-2190.23,-3323.445543,1275.364243,98641.96825
188,-2706.26,2.84168,-2177.21,-3318.649558,1280.852505,98657.91775
189,-2702.31,2.83715,-2164.17,-3313.805259,1286.337615,98673.89175
190,-2698.34,2.83343,-2151.14,-3308.937452,1291.794802,98689.8535
191,-2694.35,2.83077,-2138.15,-3304.046443,1297.223793,98705.76625
192,-2690.37,2.82937,-2125.2,-3299.169228,1302.597807,98721.63
193,-2686.43,2.82929,-2112.32,-3294.34263,1307.869869,98737.408
194,-2682.54,2.83046,-2099.55,-3289.578814,1313.038021,98753.05125
195,-2678.71,2.83274,-2086.9,-3284.889856,1318.090211,98768.5475
196,-2674.96,2.83593,-2074.38,-3280.300014,1323.012384,98783.8845
197,-2671.34,2.83888,-2062.04,-3275.869128,1327.734544,98799.001
198,-2667.81,2.84212,-2049.87,-3271.548847,1332.31524,98813.90925
199,-2664.44,2.84287,-2037.88,-3267.421516,1336.672145,98828.597
200,-2661.13,2.84525,-2025.98,-3263.369681,1340.912554,98843.1745
201,-2657.87,2.849,-2014.19,-3259.380775,1345.069404,98857.61725
202,-2654.66,2.8537,-2002.44,-3255.454283,1349.133051,98872.011
203,-2651.49,2.85885,-1990.74,-3251.577341,1353.126546,98886.3435
204,-2648.34,2.86375,-1979.08,-3247.724594,1357.065085,98900.627
205,-2645.22,2.86843,-1967.45,-3243.908327,1360.946568,98914.87375
206,-2642.11,2.87276,-1955.83,-3240.103881,1364.795669,98929.10825
207,-2639.02,2.87654,-1944.23,-3236.323262,1368.600392,98943.31825
208,-2635.94,2.88015,-1932.67,-3232.554684,1372.372533,98957.47925
209,-2632.86,2.88377,-1921.09,-3228.786118,1376.12413,98971.66475
210,-2631.59,2.90542,-1911.2,-3227.25689,1377.615871,98983.78
211,-2628.28,2.90342,-1899.01,-3223.19969,1381.615069,98998.71275
212,-2624.82,2.89799,-1886.83,-3218.954538,1385.791888,99013.63325
213,-2621.21,2.89418,-1874.73,-3214.527621,1390.14015,99028.45575
214,-2617.51,2.8962,-1862.75,-3209.997595,1394.571031,99043.13125
215,-2613.94,2.89951,-1850.95,-3205.6284,1398.830773,99057.58625
216,-2610.64,2.90374,-1839.32,-3201.591082,1402.748337,99071.833
217,-2607.66,2.90873,-1827.82,-3197.946694,1406.262675,99085.9205
218,-2604.99,2.9145,-1816.38,-3194.683012,1409.375842,99099.9345
219,-2602.54,2.92116,-1804.95,-3191.689921,1412.208134,99113.93625
220,-2600.19,2.92871,-1793.5,-3188.82042,1414.916733,99127.9625
221,-2597.9,2.93178,-1782.12,-3186.018931,1417.536869,99141.903
222,-2595.5,2.93643,-1770.72,-3183.084627,1420.289725,99155.868
223,-2592.96,2.9424,-1759.34,-3179.98044,1423.192021,99169.8085
224,-2590.3,2.94905,-1747.99,-3176.730086,1426.240399,99183.71225
225,-2587.58,2.95564,-1736.71,-3173.406159,1429.352091,99197.53025
226,-2584.87,2.96153,-1725.53,-3170.093624,1432.442136,99211.22575
227,-2582.25,2.96643,-1714.48,-3166.890127,1435.423069,99224.762
228,-2579.78,2.97041,-1703.61,-3163.869252,1438.211129,99238.07775
229,-2577.48,2.97388,-1692.89,-3161.056003,1440.781318,99251.20975
230,-2575.27,2.98226,-1682.3,-3158.359019,1443.235178,99264.1825
231,-2573.32,2.98422,-1672.01,-3155.97267,1445.36816,99276.78775
232,-2571.52,2.98715,-1661.94,-3153.771259,1447.305964,99289.1235
233,-2569.82,2.99158,-1652.1,-3151.694186,1449.119373,99301.1775
234,-2568.21,2.99751,-1642.47,-3149.7292,1450.820639,99312.97425
235,-2566.7,3.00451,-1633.1,-3147.888025,1452.387862,99324.4525
236,-2565.3,3.01136,-1623.99,-3146.181416,1453.820467,99335.61225
237,-2563.99,3.018,-1615.11,-3144.5848,1455.132848,99346.49025
238,-2562.76,3.02398,-1606.48,-3143.085376,1456.337809,99357.062
239,-2561.63,3.02916,-1598.11,-3141.707471,1457.431386,99367.31525
240,-2560.61,3.0336,-1590,-3140.46341,1458.380893,99377.25
241,-2559.67,3.03759,-1582.17,-3139.316798,1459.222725,99386.84175
242,-2558.82,3.04144,-1574.62,-3138.280264,1459.954437,99396.0905
243,-2558.05,3.04546,-1567.36,-3137.341939,1460.587901,99404.984
244,-2557.35,3.04986,-1560.41,-3136.489829,1461.13511,99413.49775
245,-2556.73,3.05471,-1553.78,-3135.73627,1461.573545,99421.6195
246,-2556.18,3.05994,-1547.48,-3135.068927,1461.925728,99429.337
247,-2555.73,3.06511,-1541.56,-3134.52401,1462.155449,99436.589
248,-2555.35,3.07045,-1535.99,-3134.065051,1462.288991,99443.41225
249,-2555.06,3.0758,-1530.8,-3133.716355,1462.312237,99449.77
250,-2554.85,3.08099,-1525.98,-3133.465463,1462.237645,99455.6745
251,-2554.73,3.08585,-1521.56,-3133.324416,1462.042988,99461.089
252,-2554.69,3.09033,-1517.54,-3133.280904,1461.750764,99466.0135
253,-2554.72,3.09454,-1513.91,-3133.322812,1461.373089,99470.46025
254,-2554.83,3.09854,-1510.68,-3133.462462,1460.897641,99474.417
255,-2555.01,3.10241,-1507.88,-3133.687702,1460.336573,99477.847
256,-2555.28,3.10623,-1505.51,-3134.023132,1459.655097,99480.75025
257,-2555.63,3.11005,-1503.6,-3134.456561,1458.875592,99483.09
258,-2556.04,3.11391,-1502.13,-3134.96354,1458.02251,99484.89075
259,-2556.51,3.11781,-1501.09,-3135.544067,1457.095851,99486.16475
260,-2557.04,3.12173,-1500.48,-3136.198119,1456.09564,99486.912
261,-2557.6,3.12564,-1500.27,-3136.888909,1455.048473,99487.16925
262,-2558.21,3.12952,-1500.45,-3137.640912,1453.940066,99486.94875
263,-2558.85,3.13333,-1501.02,-3138.429579,1452.794968,99486.2505
264,-2559.52,3.13705,-1501.96,-3139.254886,1451.613204,99485.099
265,-2560.24,3.14065,-1503.27,-3140.141296,1450.370312,99483.49425
266,-2561,3.14415,-1504.94,-3141.076584,1449.078516,99481.4485
267,-2561.81,3.14753,-1506.98,-3142.072974,1447.7154,99478.9495
268,-2562.65,3.15081,-1509.36,-3143.105992,1446.325825,99476.034
269,-2563.55,3.15401,-1512.08,-3144.212412,1444.852629,99472.702
270,-2564.48,3.15714,-1515.13,-3145.355496,1443.342744,99468.96575
271,-2565.45,3.16023,-1518.49,-3146.547532,1441.783885,99464.84975
272,-2566.45,3.16331,-1522.14,-3147.776305,1440.188264,99460.3785
273,-2567.48,3.16636,-1526.09,-3149.041791,1438.54571,99455.53975
274,-2568.51,3.16938,-1530.3,-3150.307241,1436.913365,99450.3825
275,-2569.55,3.17235,-1534.78,-3151.584879,1435.258611,99444.8945
276,-2570.6,3.17525,-1539.5,-3152.874681,1433.601868,99439.1125
277,-2571.64,3.17807,-1544.45,-3154.152136,1431.947252,99433.04875
278,-2572.7,3.18081,-1549.61,-3155.453992,1430.268211,99426.72775
279,-2573.77,3.18347,-1554.98,-3156.768001,1428.576996,99420.1495
280,-2574.87,3.18605,-1560.55,-3158.118661,1426.849106,99413.32625
281,-2575.98,3.18855,-1566.25,-3159.481474,1425.109042,99406.34375
282,-2577.09,3.191,-1572.05,-3160.844225,1423.369017,99399.23875
283,-2578.2,3.19341,-1577.93,-3162.206927,1421.629019,99392.03575
284,-2579.29,3.1958,-1583.9,-3163.545105,1419.913524,99384.7225
285,-2580.37,3.19821,-1589.94,-3164.871057,1418.200032,99377.3235
286,-2581.43,3.2006,-1596.03,-3166.172485,1416.521244,99369.86325
287,-2582.48,3.20298,-1602.19,-3167.461651,1414.844495,99362.31725
288,-2583.54,3.20536,-1608.45,-3168.763066,1413.165677,99354.64875
289,-2584.64,3.20776,-1614.82,-3170.113506,1411.427611,99346.8455
290,-2585.78,3.21019,-1621.29,-3171.512983,1409.65069,99338.91975
291,-2586.95,3.21263,-1627.8,-3172.949222,1407.826782,99330.945
292,-2588.15,3.21503,-1634.32,-3174.422162,1405.966152,99322.958
293,-2589.33,3.21736,-1640.83,-3175.870516,1404.130087,99314.98325
294,-2590.51,3.21958,-1647.32,-3177.318736,1402.294135,99307.033
295,-2591.68,3.22169,-1653.83,-3178.75457,1400.470547,99299.05825
296,-2592.86,3.22368,-1660.35,-3180.202508,1398.634836,99291.07125
297,-2594.03,3.22555,-1666.86,-3181.638049,1396.811502,99283.0965
298,-2595.23,3.22734,-1673.39,-3183.110242,1394.951494,99275.09725
299,-2596.42,3.22907,-1679.87,-3184.570111,1393.10379,99267.15925
300,-2597.6,3.23077,-1686.27,-3186.017693,1391.258144,99259.31925
301,-2598.73,3.23247,-1692.57,-3187.404026,1389.483936,99251.60175
302,-2599.82,3.23418,-1698.77,-3188.741371,1387.758696,99244.00675
303,-2600.86,3.23592,-1704.84,-3190.017502,1386.094649,99236.571
304,-2601.84,3.23767,-1710.81,-3191.220146,1384.493859,99229.25775
305,-2602.78,3.23944,-1716.72,-3192.373814,1382.952235,99222.018
306,-2603.7,3.24121,-1722.61,-3193.502982,1381.42488,99214.80275
307,-2604.63,3.24298,-1728.51,-3194.644401,1379.895466,99207.57525
308,-2605.56,3.24473,-1734.43,-3195.785794,1378.355845,99200.32325
309,-2606.5,3.24646,-1740.38,-3196.939414,1376.81419,99193.0345
310,-2607.45,3.24817,-1746.36,-3198.105258,1375.250078,99185.709
311,-2608.4,3.24982,-1752.37,-3199.27103,1373.696232,99178.34675
312,-2609.37,3.25141,-1758.46,-3200.461227,1372.107726,99170.8865
313,-2610.37,3.25291,-1764.66,-3201.688065,1370.48256,99163.2915
314,-2611.4,3.25431,-1771.04,-3202.95153,1368.830962,99155.476
315,-2612.52,3.25562,-1777.67,-3204.325134,1367.058989,99147.35425
316,-2613.7,3.25685,-1784.55,-3205.772141,1365.213595,99138.92625
317,-2614.93,3.25801,-1791.67,-3207.280312,1363.317232,99130.20425
318,-2616.19,3.25912,-1799,-3208.825172,1361.373945,99121.225
319,-2617.49,3.26022,-1806.58,-3210.41902,1359.38165,99111.9395
320,-2618.81,3.26137,-1814.44,-3212.037428,1357.364774,99102.311
321,-2620.17,3.26259,-1822.61,-3213.704923,1355.309011,99092.30275
322,-2621.63,3.26385,-1831.17,-3215.494966,1353.120461,99081.81675
323,-2623.25,3.26529,-1840.22,-3217.48123,1350.735671,99070.7305
324,-2625.05,3.26691,-1849.74,-3219.688215,1348.13014,99059.0685
325,-2627.02,3.26867,-1859.71,-3222.103621,1345.326389,99046.85525
326,-2629.14,3.27049,-1870.1,-3224.70285,1342.328575,99034.1275
327,-2631.4,3.27228,-1880.92,-3227.473543,1339.159278,99020.873
328,-2633.79,3.27395,-1892.17,-3230.403339,1335.830858,99007.09175
329,-2636.26,3.27539,-1903.81,-3233.430853,1332.404701,98992.83275
330,-2638.79,3.27654,-1915.8,-3236.531511,1328.915602,98978.145
331,-2641.4,3.27738,-1928.23,-3239.729791,1325.318641,98962.91825
332,-2644.1,3.27793,-1941.07,-3243.037964,1321.611766,98947.18925
333,-2646.87,3.27823,-1954.29,-3246.431582,1317.819427,98930.99475
334,-2649.67,3.27839,-1967.83,-3249.861778,1314.000716,98914.40825
335,-2652.49,3.27854,-1981.66,-3253.316461,1310.147273,98897.4665
336,-2655.32,3.27878,-1995.77,-3256.783506,1306.28145,98880.18175
337,-2658.16,3.27922,-2010.16,-3260.263044,1302.41334,98862.554
338,-2661.03,3.27993,-2024.88,-3263.779664,1298.497903,98844.522
339,-2663.99,3.28094,-2040.01,-3267.406902,1294.47183,98825.98775
340,-2667.05,3.28226,-2055.59,-3271.157019,1290.333086,98806.90225
341,-2670.23,3.28386,-2071.61,-3275.054479,1286.036752,98787.27775
342,-2673.54,3.2857,-2088.07,-3279.111482,1281.591083,98767.11425
343,-2676.99,3.28772,-2104.97,-3283.340207,1276.963447,98746.41175
344,-2680.6,3.28982,-2122.31,-3287.765029,1272.149923,98725.17025
345,-2684.38,3.29186,-2140.08,-3292.398029,1267.117974,98703.402
346,-2688.34,3.29373,-2158.31,-3297.251319,1261.875945,98681.07025
347,-2692.5,3.29528,-2177.04,-3302.349218,1256.379058,98658.126
348,-2696.84,3.2964,-2196.23,-3307.66709,1250.672411,98634.61825
349,-2701.29,3.29703,-2215.81,-3313.119112,1244.821364,98610.63275
350,-2705.78,3.29716,-2235.68,-3318.619521,1238.932143,98586.292
351,-2710.24,3.29686,-2255.77,-3324.082654,1233.069947,98561.68175
352,-2714.65,3.29629,-2276.06,-3329.484205,1227.279547,98536.8265
353,-2719.04,3.29563,-2296.59,-3334.861147,1221.513738,98511.67725
354,-2723.47,3.29509,-2317.45,-3340.287235,1215.698765,98486.12375
355,-2728.02,3.29487,-2338.71,-3345.860716,1209.726147,98460.08025
356,-2732.67,3.29517,-2360.36,-3351.557333,1203.640608,98433.559
357,-2737.45,3.29607,-2382.39,-3357.413936,1197.395066,98406.57225
358,-2742.32,3.29754,-2404.74,-3363.381487,1191.038557,98379.1935
359,-2747.23,3.29942,-2427.37,-3369.398539,1184.632529,98351.47175
360,-2752.17,3.30153,-2450.29,-3375.452624,1178.18945,98323.39475
361,-2757.21,3.30367,-2473.57,-3381.629246,1171.623817,98294.87675
362,-2762.37,3.30567,-2497.27,-3387.952696,1164.911337,98265.84425
363,-2767.67,3.3074,-2521.36,-3394.447315,1158.027671,98236.334
364,-2773.09,3.30876,-2545.82,-3401.088481,1150.997439,98206.3705
365,-2778.63,3.30972,-2570.64,-3407.876157,1143.820679,98175.966
366,-2784.3,3.31032,-2595.83,-3414.822642,1136.485093,98145.10825
367,-2790.12,3.31065,-2621.4,-3421.952546,1128.966069,98113.785
368,-2796.08,3.31078,-2647.36,-3429.253705,1121.275772,98081.984
369,-2802.17,3.31082,-2673.71,-3436.714005,1113.426318,98049.70525
370,-2808.34,3.31088,-2700.38,-3444.272328,1105.478821,98017.0345
371,-2814.54,3.31102,-2727.31,-3451.8675,1097.5047,97984.04525
372,-2820.8,3.31128,-2754.49,-3459.536318,1089.446673,97950.74975
373,-2827.06,3.31169,-2781.87,-3467.20532,1081.388444,97917.20925
374,-2833.3,3.31225,-2809.4,-3474.850006,1073.364757,97883.485
375,-2839.55,3.31295,-2837.15,-3482.507114,1065.318388,97849.49125
376,-2845.9,3.31377,-2865.24,-3490.286868,1057.159598,97815.081
