iteration,p_upstream_kinematic,p_outlet_kinematic,p_step_kinematic,static_pressure_delta_pa,total_pressure_drop_pa,p_step_abs_pa
171,-3760.64,-11.2024,-3878.82,-4593.06106,-89.15433965,96573.4455
172,-3741.7,-11.0429,-3858.16,-4570.054947,-74.63354716,96598.754
173,-3725.43,-10.9537,-3839.18,-4550.233468,-63.28817169,96622.0045
174,-3710.64,-10.9218,-3821.09,-4532.154795,-53.64512662,96644.16475
175,-3698.16,-10.9616,-3805,-4516.81804,-46.68250114,96663.875
176,-3686.86,-11.0403,-3790.12,-4502.879133,-41.04541012,96682.103
177,-3676.06,-11.1593,-3776.09,-4489.503358,-35.86763461,96699.28975
178,-3662.64,-11.2772,-3760.05,-4472.91943,-27.36693536,96718.93875
179,-3645.32,-11.3774,-3741.03,-4451.579685,-13.99505715,96742.23825
180,-3623.87,-11.4269,-3719.12,-4425.242798,4.479554018,96769.078
181,-3599.56,-11.4147,-3695.67,-4395.477993,26.49863933,96797.80425
182,-3573.67,-11.34,-3672.04,-4363.85425,50.46260658,96826.751
183,-3547.61,-11.2228,-3649.6,-4332.07432,74.70044892,96854.24
184,-3523.42,-11.0984,-3630.26,-4302.59396,96.75703448,96877.9315
185,-3501.38,-10.9802,-3614.06,-4275.739755,116.3272009,96897.7765
186,-3482.5,-10.8907,-3601.67,-4252.721393,132.2227506,96912.95425
187,-3466.53,-10.8339,-3592.5,-4233.227723,144.8077321,96924.1875
188,-3452.99,-10.8128,-3585.86,-4216.66707,154.6850672,96932.3215
189,-3441.07,-10.8222,-3580.83,-4202.053555,162.8936678,96938.48325
190,-3430.12,-10.8464,-3576.65,-4188.61016,170.2323531,96943.60375
191,-3419.49,-10.8658,-3572.54,-4175.564645,177.4951711,96948.6385
192,-3408.6,-10.864,-3567.82,-4162.2266,185.4152841,96954.4205
193,-3396.73,-10.8302,-3561.64,-4147.727255,194.8728178,96961.991
194,-3382.87,-10.7531,-3552.86,-4130.843203,207.1234219,96972.7465
195,-3366.98,-10.6427,-3541.34,-4111.513193,222.2500718,96986.8585
196,-3349.04,-10.4987,-3526.98,-4089.713093,240.3195517,97004.4495
197,-3329.49,-10.325,-3510.18,-4065.977125,260.8192056,97025.0295
198,-3309.09,-10.1325,-3491.7,-4041.222938,282.8843821,97047.6675
199,-3289.73,-9.94635,-3473.53,-4017.734971,304.2729739,97069.92575
200,-3271.69,-9.77729,-3456.11,-3995.84307,324.7183535,97091.26525
201,-3255.21,-9.61201,-3439.89,-3975.857538,343.9417242,97111.13475
202,-3240.12,-9.41904,-3424.88,-3957.608676,362.1755914,97129.522
203,-3227.35,-9.24154,-3412.12,-3942.182864,378.3646002,97145.153
204,-3216.3,-9.07243,-3401.06,-3928.853773,393.29733,97158.7015
205,-3206.29,-8.9096,-3391.09,-3916.79099,407.845101,97170.91475
206,-3196.23,-8.74323,-3381.18,-3904.671293,423.3821775,97183.0545
207,-3185.76,-8.55483,-3371.02,-3892.076333,440.3355727,97195.5005
208,-3174.58,-8.337,-3360.4,-3878.647675,459.1139789,97208.51
209,-3162.98,-8.08421,-3349.63,-3864.747343,479.3632451,97221.70325
210,-3150.77,-7.78786,-3338.56,-3850.153122,501.3130899,97235.264
211,-3138.32,-7.44419,-3327.55,-3835.322867,524.5127937,97248.75125
212,-3125.99,-7.05483,-3316.95,-3820.695583,548.4987821,97261.73625
213,-3114.02,-6.62099,-3306.95,-3806.563787,572.9850776,97273.98625
214,-3102.68,-6.14913,-3297.77,-3793.250316,597.5925196,97285.23175
215,-3092.15,-5.64441,-3289.48,-3780.969348,622.0818793,97295.387
216,-3082.38,-5.11134,-3281.93,-3769.654109,646.4636292,97304.63575
217,-3073.27,-4.55295,-3274.95,-3759.178386,670.7974402,97313.18625
218,-3064.67,-3.97107,-3268.37,-3749.356189,695.2340686,97321.24675
219,-3056.42,-3.3658,-3262.02,-3739.991395,719.9137636,97329.0255
220,-3048.57,-2.74102,-3255.96,-3731.140501,744.7243738,97336.449
221,-3040.75,-2.0766,-3249.86,-3722.374915,770.0184826,97343.9215
222,-3033.67,-1.38984,-3244.39,-3714.543196,794.8822589,97350.62225
223,-3026.4,-0.663596,-3238.63,-3706.527095,820.3485703,97357.67825
224,-3018.84,0.0999158,-3232.43,-3698.201397,846.4476416,97365.27325
225,-3011.01,0.899495,-3225.77,-3689.589131,873.0622198,97373.43175
226,-3002.97,1.73459,-3218.72,-3680.763123,900.026059,97382.068
227,-2994.85,2.60384,-3211.39,-3671.880954,927.0585022,97391.04725
228,-2986.75,3.50696,-3203.99,-3663.064776,953.9357112,97400.11225
229,-2978.95,4.444,-3196.85,-3654.65765,980.2038779,97408.85875
230,-2971.6,5.41419,-3190.22,-3646.842383,1005.550287,97416.9805
231,-2964.82,6.41924,-3184.29,-3639.768069,1029.717447,97424.24475
232,-2958.67,7.45858,-3179.17,-3633.507511,1052.515165,97430.51675
233,-2953.33,8.51992,-3175.06,-3628.266152,1073.631724,97435.5515
234,-2947.9,9.63395,-3171.01,-3622.979089,1093.996663,97440.51275
235,-2942.72,10.7821,-3167.33,-3618.040072,1113.122014,97445.02075
236,-2938.33,11.9404,-3164.46,-3614.08124,1130.272215,97448.5365
237,-2934.16,13.1239,-3161.78,-3610.422777,1146.024291,97451.8195
238,-2930.7,14.313,-3159.7,-3607.640925,1159.709815,97454.3675
239,-2927.58,15.5029,-3157.8,-3605.276552,1171.705976,97456.695
240,-2925.05,16.6762,-3156.33,-3603.614595,1181.665932,97458.49575
241,-2922.46,17.8334,-3154.67,-3601.859415,1190.293419,97460.52925
242,-2919.71,18.9594,-3152.73,-3599.870015,1197.6968,97462.90575
243,-2916.78,20.035,-3150.54,-3597.598375,1203.880899,97465.5885
244,-2913.36,21.0468,-3147.74,-3594.64833,1209.217571,97469.0185
245,-2910.51,21.9422,-3145.49,-3592.253945,1212.457122,97471.77475
246,-2907.84,22.7109,-3143.37,-3589.924853,1214.112593,97474.37175
247,-2905.7,23.3179,-3141.77,-3588.046928,1213.80944,97476.33175
248,-2904.06,23.7476,-3140.66,-3586.56431,1211.662783,97477.6915
249,-2902.7,23.9906,-3139.81,-3585.195985,1207.991551,97478.73275
250,-2901.46,24.044,-3139.06,-3583.7424,1203.081275,97479.6515
251,-2900.2,23.9092,-3138.24,-3582.03377,1197.166459,97480.656
252,-2898.81,23.5865,-3137.26,-3579.935713,1190.494683,97481.8565
253,-2897.29,23.0758,-3136.12,-3577.448105,1183.188532,97483.253
254,-2895.6,22.3814,-3134.78,-3574.527215,1175.413753,97484.8945
255,-2893.69,21.5096,-3133.21,-3571.11951,1167.405612,97486.81775
256,-2891.42,20.4708,-3131.18,-3567.06623,1159.504868,97489.3045
257,-2888.85,19.2762,-3128.84,-3562.454595,1151.847179,97492.171
258,-2885.96,17.9307,-3126.19,-3557.266108,1144.725317,97495.41725
259,-2882.72,16.4358,-3123.21,-3551.465855,1138.500166,97499.06775
260,-2879.14,14.8126,-3119.88,-3545.091935,1133.92913,97503.147
261,-2872.59,13.1388,-3113.67,-3535.01778,1134.621575,97510.75425
262,-2867.36,11.3847,-3108.65,-3526.462258,1135.627051,97516.90375
263,-2863.13,9.57276,-3104.5,-3519.060881,1137.619915,97521.9875
264,-2859.47,7.72179,-3100.82,-3512.309943,1141.415511,97526.4955
265,-2855.79,5.85304,-3097.05,-3505.512724,1147.941993,97531.11375
266,-2851.6,3.99126,-3092.76,-3498.099293,1157.919548,97536.369
267,-2846.62,2.16407,-3087.68,-3489.760486,1171.675589,97542.592
268,-2841.82,0.505325,-3082.46,-3481.848523,1187.734235,97548.9865
269,-2835.63,-1.11932,-3076.07,-3472.275583,1207.96858,97556.81425
270,-2828.42,-2.68588,-3068.86,-3461.524297,1231.631143,97565.6465
271,-2820.75,-4.16692,-3061.32,-3450.314273,1257.61777,97574.883
272,-2813.05,-5.53198,-3053.76,-3439.209575,1284.951869,97584.144
273,-2805.61,-6.7565,-3046.39,-3428.595538,1312.798222,97593.17225
274,-2798.55,-7.83227,-3039.28,-3418.629219,1340.543101,97601.882
275,-2791.89,-8.76193,-3032.44,-3409.331886,1367.7416,97610.261
276,-2785.33,-9.55301,-3025.59,-3400.326813,1394.359423,97618.65225
277,-2779.04,-10.2281,-3018.98,-3391.794578,1419.916232,97626.7495
278,-2772.92,-10.8059,-3012.5,-3383.589773,1444.307948,97634.6875
279,-2766.87,-11.3046,-3006.11,-3375.567615,1467.508902,97642.51525
280,-2760.85,-11.7406,-2999.77,-3367.659015,1489.50578,97650.28175
281,-2754.84,-12.1315,-2993.46,-3359.817913,1510.329646,97658.0115
282,-2749.04,-12.4999,-2987.35,-3352.261623,1529.815397,97665.49625
283,-2743.1,-12.8538,-2981.1,-3344.551595,1548.520689,97673.1525
284,-2736.91,-13.2036,-2974.57,-3336.54034,1566.720179,97681.15175
285,-2730.39,-13.5581,-2967.7,-3328.119078,1584.687751,97689.5675
286,-2723.3,-13.9172,-2960.23,-3318.99393,1602.881217,97698.71825
287,-2716.05,-14.2877,-2952.6,-3309.658818,1620.999244,97708.065
288,-2708.87,-14.6631,-2945.03,-3300.403452,1638.905004,97717.33825
289,-2701.93,-15.0309,-2937.69,-3291.451397,1656.527664,97726.32975
290,-2695.42,-15.3792,-2930.77,-3283.04998,1673.752914,97734.80675
291,-2689.06,-15.6795,-2923.99,-3274.891112,1690.992658,97743.11225
292,-2682.88,-15.9109,-2917.39,-3267.037148,1708.278616,97751.19725
293,-2676.89,-16.0558,-2910.99,-3259.521895,1725.651662,97759.03725
294,-2671.08,-16.1037,-2904.78,-3252.345967,1743.147045,97766.6445
295,-2665.43,-16.0508,-2898.72,-3245.48952,1760.820536,97774.068
296,-2659.85,-15.8978,-2892.74,-3238.841445,1778.809461,97781.3935
297,-2654.27,-15.6466,-2886.76,-3232.313665,1797.218389,97788.719
298,-2648.43,-15.2952,-2880.52,-3225.59013,1816.350871,97796.363
299,-2642.57,-14.8599,-2874.26,-3218.944873,1835.920404,97804.0315
300,-2636.55,-14.3451,-2867.86,-3212.201003,1856.101006,97811.8715
301,-2630.68,-13.765,-2861.61,-3205.720875,1876.508202,97819.52775
302,-2624.91,-13.1244,-2855.49,-3199.43736,1897.167931,97827.02475
303,-2619.29,-12.4339,-2849.52,-3193.398723,1918.019552,97834.338
304,-2613.79,-11.7076,-2843.68,-3187.55094,1939.095135,97841.492
305,-2608.43,-10.9586,-2838,-3181.902465,1960.383265,97848.45
306,-2603.29,-10.1998,-2832.55,-3176.535495,1981.779652,97855.12625
307,-2598.28,-9.36648,-2827.38,-3171.419062,2003.321655,97861.4595
308,-2593.8,-8.5917,-2822.66,-3166.880168,2024.659976,97867.2415
309,-2589.78,-7.87475,-2818.33,-3162.833931,2045.885425,97872.54575
310,-2586.17,-7.20659,-2814.38,-3159.230177,2067.044392,97877.3845
311,-2583.03,-6.63907,-2810.85,-3156.078889,2088.113272,97881.70875
312,-2580.27,-6.08592,-2807.76,-3153.375498,2109.092282,97885.494
313,-2577.77,-5.54773,-2804.99,-3150.972281,2130.114966,97888.88725
314,-2575.51,-5.0522,-2802.51,-3148.810805,2151.234216,97891.92525
315,-2573.46,-4.6375,-2800.26,-3146.807563,2172.508725,97894.6815
316,-2571.57,-4.30613,-2798.2,-3144.898241,2193.95974,97897.205
317,-2569.83,-4.02025,-2796.31,-3143.116944,2215.483677,97899.52025
318,-2568.26,-3.71356,-2794.57,-3141.569389,2236.669759,97901.65175
319,-2566.78,-3.33314,-2792.91,-3140.222404,2257.241176,97903.68525
320,-2565.16,-2.83492,-2791.12,-3138.848223,2277.201957,97905.878
321,-2563.52,-2.20511,-2789.32,-3137.61074,2296.176556,97908.083
322,-2561.92,-1.4399,-2787.55,-3136.588123,2313.923233,97910.25125
323,-2560.47,-0.555607,-2785.95,-3135.895131,2330.21073,97912.21125
324,-2559.39,0.423999,-2784.74,-3135.772149,2344.737206,97913.6935
325,-2558.68,1.49783,-2783.91,-3136.217842,2357.443914,97914.71025
326,-2558.09,2.68803,-2783.25,-3136.953087,2368.443146,97915.51875
327,-2558.03,3.96135,-2783.14,-3138.439404,2377.160157,97915.6535
328,-2558.52,5.29812,-2783.59,-3140.677197,2383.544209,97915.10225
329,-2559.44,6.69899,-2784.44,-3143.520263,2387.628806,97914.061
330,-2560.64,8.18885,-2785.54,-3146.815341,2389.498485,97912.7135
331,-2561.9,9.78698,-2786.7,-3150.316551,2389.301802,97911.2925
332,-2563.3,11.4795,-2788.01,-3154.104888,2386.903975,97909.68775
333,-2564.76,13.2533,-2789.4,-3158.066293,2382.354669,97907.985
334,-2566.33,15.1146,-2790.92,-3162.269635,2375.518198,97906.123
335,-2567.96,17.0649,-2792.51,-3166.655503,2366.411575,97904.17525
336,-2569.66,19.1215,-2794.2,-3171.257338,2354.947364,97902.105
337,-2571.73,21.2901,-2796.27,-3176.449623,2340.70318,97899.56925
338,-2574.28,23.5783,-2798.83,-3182.376418,2323.510665,97896.43325
339,-2577.42,25.9947,-2801.97,-3189.183008,2303.179296,97892.58675
340,-2581.07,28.5606,-2805.61,-3196.797485,2279.741414,97888.12775
341,-2585.22,31.3006,-2809.74,-3205.237735,2253.126968,97883.0685
342,-2589.68,34.2242,-2814.16,-3214.282645,2223.528578,97877.654
343,-2594.26,37.3622,-2818.69,-3223.737195,2191.091338,97872.10475
344,-2599.11,40.7868,-2823.5,-3233.87358,2155.461979,97866.2125
345,-2604.32,44.569,-2828.69,-3244.889025,2116.367543,97859.85475
346,-2616.23,47.9584,-2840.57,-3263.63079,2066.955591,97845.30175
347,-2619.91,53.0331,-2844.26,-3274.355298,2022.719765,97840.7815
348,-2624.23,58.6386,-2848.6,-3286.514035,1974.120389,97835.465
349,-2635.38,63.9966,-2859.76,-3306.736335,1914.436227,97821.794
350,-2639.92,71.1962,-2864.33,-3321.117345,1857.32392,97816.19575
351,-2645.97,79.0837,-2870.42,-3338.190783,1794.153111,97808.7355
352,-2658.84,86.9085,-2883.26,-3363.541913,1719.412058,97793.0065
353,-2666.21,96.4943,-2890.66,-3384.312768,1646.090482,97783.9415
354,-2675.25,106.281,-2899.71,-3407.375475,1567.930695,97772.85525
355,-2690.01,114.524,-2914.42,-3435.55415,1483.083472,97754.8355
356,-2703.95,120.67,-2928.29,-3460.1595,1400.412143,97737.84475
357,-2715.02,122.964,-2939.39,-3476.5304,1324.511893,97724.24725
358,-2723.68,119.721,-2948.12,-3483.166225,1255.614581,97713.553
359,-2732.79,110.745,-2957.29,-3483.330375,1186.128721,97702.31975
360,-2743.16,97.2178,-2967.71,-3479.462805,1108.376258,97689.55525
361,-2754.41,81.0354,-2978.98,-3473.420615,1018.131747,97675.7495
362,-2766,64.3164,-2990.57,-3467.13759,918.3787416,97661.55175
