iteration,p_upstream_kinematic,p_outlet_kinematic,p_step_kinematic,static_pressure_delta_pa,total_pressure_drop_pa,p_step_abs_pa
306,-2924.2,4.18498,-3053.09,-3587.271601,955.0574997,97584.96475
307,-2921.11,4.16844,-3047.69,-3583.466089,958.3485436,97591.57975
308,-2917.89,4.15182,-3042.26,-3579.50123,961.819285,97598.2315
309,-2914.56,4.13511,-3036.81,-3575.40151,965.4452374,97604.90775
310,-2911.1,4.11821,-3031.34,-3571.142307,969.2305232,97611.6085
311,-2907.53,4.10106,-3025.87,-3566.748049,973.1814674,97618.30925
312,-2903.82,4.08359,-3020.4,-3562.181898,977.314406,97625.01
313,-2900.05,4.06546,-3014.99,-3557.541439,981.5317562,97631.63725
314,-2896.24,4.04711,-3009.67,-3552.85171,985.8084797,97638.15425
315,-2892.41,4.0285,-3004.44,-3548.137163,990.1303799,97644.561
316,-2888.58,4.00975,-2999.33,-3543.422444,994.4523056,97650.82075
317,-2884.71,3.99098,-2994.29,-3538.658701,998.8436188,97656.99475
318,-2880.86,3.96874,-2989.38,-3533.915207,1003.224795,97663.0095
319,-2876.93,3.9481,-2984.52,-3529.075673,1007.712125,97668.963
320,-2872.92,3.93025,-2979.69,-3524.141556,1012.304157,97674.87975
321,-2868.87,3.91343,-2974.93,-3519.159702,1016.943792,97680.71075
322,-2864.84,3.89696,-2970.32,-3514.202776,1021.568623,97686.358
323,-2860.83,3.88084,-2965.85,-3509.270779,1026.168398,97691.83375
324,-2856.88,3.86376,-2961.59,-3504.411106,1030.705983,97697.05225
325,-2853.06,3.84284,-2957.58,-3499.705979,1035.078645,97701.9645
326,-2849.33,3.82121,-2953.79,-3495.110232,1039.352069,97706.60725
327,-2845.71,3.79964,-2950.22,-3490.649309,1043.4803,97710.9805
328,-2842.2,3.77867,-2946.88,-3486.323871,1047.483199,97715.072
329,-2838.84,3.75848,-2943.79,-3482.183138,1051.280774,97718.85725
330,-2835.64,3.73929,-2940.98,-3478.23963,1054.881028,97722.2995
331,-2832.62,3.72034,-2938.47,-3474.516916,1058.260395,97725.37425
332,-2829.79,3.70162,-2936.27,-3471.027234,1061.386126,97728.06925
333,-2827.17,3.68293,-2934.39,-3467.794839,1064.244228,97730.37225
334,-2824.82,3.66235,-2932.89,-3464.890879,1066.753297,97732.20975
335,-2822.65,3.6423,-2931.68,-3462.208068,1069.030884,97733.692
336,-2820.66,3.62276,-2930.76,-3459.746381,1071.066755,97734.819
337,-2818.86,3.60359,-2930.15,-3457.517898,1072.859098,97735.56625
338,-2817.29,3.58459,-2929.85,-3455.571373,1074.338638,97735.93375
339,-2815.96,3.56552,-2929.9,-3453.918762,1075.493419,97735.8725
340,-2814.92,3.54617,-2930.29,-3452.621058,1076.272715,97735.39475
341,-2814.19,3.5263,-2931.06,-3451.702468,1076.642058,97734.4515
342,-2813.77,3.50587,-2932.2,-3451.162941,1076.611763,97733.055
343,-2813.65,3.48489,-2933.67,-3450.99024,1076.173538,97731.25425
344,-2813.79,3.46344,-2935.45,-3451.135464,1075.386551,97729.07375
345,-2814.16,3.44177,-2937.5,-3451.562168,1074.276977,97726.5625
346,-2814.71,3.41973,-2939.77,-3452.208919,1072.906248,97723.78175
347,-2815.38,3.3977,-2942.2,-3453.002683,1071.357664,97720.805
348,-2816.16,3.37572,-2944.79,-3453.931257,1069.633155,97717.63225
349,-2817.08,3.35383,-2947.54,-3455.031442,1067.685648,97714.2635
350,-2818.14,3.33186,-2950.44,-3456.303028,1065.515341,97710.711
351,-2819.36,3.30886,-2953.51,-3457.769354,1063.11944,97706.95025
352,-2820.69,3.28573,-2956.7,-3459.370269,1060.527263,97703.0425
353,-2822.13,3.26237,-2959.97,-3461.105653,1057.749197,97699.03675
354,-2823.65,3.23865,-2963.3,-3462.938596,1054.832419,97694.9575
355,-2825.22,3.21447,-2966.64,-3464.832226,1051.793235,97690.866
356,-2826.81,3.18976,-2969.96,-3466.749706,1048.678747,97686.799
357,-2828.41,3.16452,-2973.23,-3468.678787,1045.49091,97682.79325
358,-2830,3.13876,-2976.44,-3470.594981,1042.264476,97678.861
359,-2831.58,3.11251,-2979.58,-3472.498325,1038.989111,97675.0145
360,-2833.14,3.08581,-2982.65,-3474.376617,1035.676996,97671.25375
361,-2834.67,3.0587,-2985.63,-3476.217658,1032.350599,97667.60325
362,-2836.15,3.03122,-2988.49,-3477.996995,1029.013774,97664.09975
